"Species","genus","family","order","group","Ks","Kl","P50","MinWP_md","HSM","Hv","MAT","TMean_Warmest","TMean_Coldest","AP","Prec_Wettest","Prec_Driest","Prec_Seasonality","Prec_WetQ","Prec_DryQ","Prec_WarmQ","Prec_ColdQ","Diurnal_TRange","Isotermality","TSeasonality","TMax.Warmest","TMin.Coldest","TRange","TMean_Wettest","TMean_Driest","srad","sradMin","tmax","tmin","vapr","windMax","wind","ABDRock","AWCtS_60cm_1km_ll","clay_60cm","ph_60cm","sand_60cm","SWC_200cm","silt_60cm","AI","VPDMax","PC1","PC2","PC3"
"Acacia berlandieri","Acacia","Leguminosae","Fabales","Angiosperms",NA,NA,NA,-6.71991,NA,NA,20.4396920183431,24.9811956550764,14.8789130169412,569.252173913044,115.397826086957,11.2217391304348,73.4591998224673,279.952173913043,42.8782608695652,211.441304347826,48.5369565217391,14.6565579725348,56.1316651634548,415.880026809029,32.925217305059,6.57173914313316,26.3534782202347,23.7907608260279,16.7070289487424,17561.2461807914,11871.3217391304,27.7679709662562,13.1114130517711,1.49048912797285,3.017608695704,2.54206521018692,145.328260869565,41.8304347826087,39.745652173913,7.59304347826087,34.7804347826087,24.6782608695652,25.8282608695652,303.059347826087,2.98828883405499,-1.76588762788332,-2.28966741319796,-0.572014881481979
"Acacia bonariensis","Acacia","Leguminosae","Fabales","Angiosperms",2.999,NA,NA,NA,NA,NA,21.7777779897054,26.4333333969116,16.9388890266418,1418.66666666667,166.333333333333,60.3333333333333,30.8400742212931,444.666666666667,215.833333333333,408,219.333333333333,11.6111113230387,52.2518711090088,388.013092041016,32.733333269755,10.516666730245,22.2166665395101,24.6333332061768,17.4444443384806,16651.2916666667,9963.5,27.5833333333333,15.972222328186,1.90944445133209,3.26666665077209,2.73611108462016,196.666666666667,40.8333333333333,32.5,5.91666666666667,41.8333333333333,22,25.8333333333333,859.5,2.65644597688902,-0.0931983240034979,-0.867030968666596,0.364047981784691
"Acacia colletioides","Acacia","Leguminosae","Fabales","Angiosperms",NA,NA,NA,NA,NA,50.7061585552995,17.8009513890613,24.5906936465364,10.9507697859637,295.324857291126,32.4302023871303,16.8578100674624,17.9553876484869,86.759730150493,61.2880124545926,74.0316554229372,72.8770108977686,13.8585452286147,48.4616916480309,552.385703624811,33.1457705960474,4.52003113420503,28.6257394742149,17.8367756762898,19.6209306160155,18618.6849711744,8978.29320186819,24.7302240184632,10.8716787866316,1.01255968248652,3.97602488119861,3.32617193364577,175.112207792208,39.7709090909091,28.5766233766234,7.72161038961039,63.267012987013,15.7241558441558,8.55116883116883,138.271198754541,4.03104842714493,-5.6273981439111,-3.01880027655057,-0.453368219403489
"Acacia constricta","Acacia","Leguminosae","Fabales","Angiosperms",2.71,NA,NA,-4.3,NA,NA,19.115230501459,23.4436524979612,14.4004964644605,463.66170212766,102.772340425532,5.49148936170213,87.1652085568042,246.106382978723,22.963829787234,185.995744680851,36.5085106382979,15.9250354198699,61.1338346765396,369.631928691458,32.3270212376371,5.61234043338831,26.7146807528557,22.1284043190327,17.0816667090071,17653.3951899102,12743.7744680851,27.0777482235685,11.1527127661604,1.22016666322312,2.86319146587494,2.40377658732394,139.81914893617,42.0829787234043,39.3404255319149,7.5368085106383,38.4191489361702,23.7106382978723,22.6468085106383,245.773404255319,3.36585997640504,-2.34155489652245,-2.59060093815487,-0.690141666831006
"Acacia crassicarpa","Acacia","Leguminosae","Fabales","Angiosperms",8.65,0.00051442,NA,-0.88,NA,0.558771727,25.2455929646125,27.3690063476562,22.4866346139174,1703.79230769231,386.196153846154,16.1076923076923,99.3990505732023,1034.80961538462,65.6846153846154,717.4,89.6096153846154,8.41676282699292,59.255237704057,198.551710466238,32.111346083421,17.7038460786526,14.4074999974324,26.8915704653813,23.1716346080487,19647.0220815805,15874.9326923077,29.453974368022,21.0372115025154,2.41762659985286,4.52519229558798,3.50211538351499,191.263940520446,42.775092936803,30.9795539033457,5.65390334572491,54.6617100371747,20.2230483271375,14.6914498141264,882.670576923077,2.1306961002817,0.0968371331187142,-1.58340152112209,-1.136817271926
"Acacia cyclops","Acacia","Leguminosae","Fabales","Angiosperms",NA,NA,-0.91,NA,NA,NA,16.755120482874,21.4149893916811,12.2187219451793,482.947554925585,73.731396172927,14.81006378455,51.4298011041718,204.778171509568,51.9369241672573,58.7647058823529,196.545712260808,10.9735294158876,51.9085977177177,377.321875320099,28.2552090502225,7.07965983751393,21.1755492496288,12.783900315672,20.8997401001604,18131.447804084,8847.64351523742,22.2418851791587,11.2683557808441,1.24318509305478,5.20602409929185,4.47274391402766,190.574439157036,40.8973487423521,29.3487423521414,7.37144799456152,58.0326308633583,17.6471787899388,12.9959211420802,274.025230333097,2.18421033355154,-4.46782191582501,-1.3930420331324,-0.605336336908155
"Acacia dealbata","Acacia","Leguminosae","Fabales","Angiosperms",2.695,0.00017819,NA,-1.37,NA,3.14132898485604,11.8921126925976,17.0741305419584,6.78247700100819,963.690218785502,113.883974053579,45.1202770550079,25.8927308123227,317.383296075054,161.741928390809,181.735734965368,289.515263678675,10.1399766091101,46.7444910596822,418.16194998522,23.8923260144299,2.12045662703298,21.7718693838799,9.80371483620067,14.7594025279121,15475.6963448927,6345.86268186316,16.962100991019,6.82212439794318,1.00812236553114,4.5638032753505,3.90297852067917,129.684162365946,45.4619157424692,32.7544379781121,5.81189195124629,49.3746202554811,22.2828959408514,18.2419750375169,777.03308168725,1.48009005562493,-2.17005305770821,1.45162422888355,-2.1264577290354
"Acacia doratoxylon","Acacia","Leguminosae","Fabales","Angiosperms",NA,NA,NA,NA,NA,2.51000000160014,16.3810198379897,23.3734524170446,9.28028521764205,586.433944522802,71.9172543488481,34.3779971791255,20.8026230224265,181.252938410907,117.668077103902,165.563234602727,132.882463563705,12.7136224666895,45.5260344443884,570.559749271481,31.0392571141252,3.10930888600329,27.9299482561693,17.9538160130403,15.1604920971489,17707.2949967127,8612.4442877292,22.7378310735763,10.0242085891763,1.07588779379854,3.5549130193157,2.96173013573697,160.080470588235,39.6244705882353,31.3952941176471,6.78188235294118,55.4969411764706,19.7190588235294,13.4625882352941,328.755853314527,3.234115984049,-3.50596519075307,-1.5076457803339,-0.88656874239665
"Acacia etbaica","Acacia","Leguminosae","Fabales","Angiosperms",NA,NA,NA,-4.8072,NA,NA,22.3128562666412,25.7967234798986,18.8700854961689,409.393162393162,97.7777777777778,4.96581196581197,76.2480227152507,220.589743589744,26.0940170940171,102.188034188034,56.4529914529915,11.8107548901159,59.3049896761902,285.703978709685,32.5111110556839,12.491453013359,20.0196579990224,21.9987178867699,22.0529913943038,21036.9857438568,17382.641025641,28.21823356498,16.4074785301828,1.5786039839443,3.90683759889032,3.00320513329954,157.863247863248,41.6581196581197,31.4102564102564,7.67948717948718,45.991452991453,22.5384615384615,23.025641025641,199.3,3.2501888599937,-3.1494385973566,-3.40155602367329,-1.19707223688435
"Acacia flavescens","Acacia","Leguminosae","Fabales","Angiosperms",7.58,0.000836644,NA,-2.28,NA,1.215551975,22.5494819051631,25.8364416837269,18.4112492556259,1396.6838365897,308.56838365897,19.3818827708703,85.4145401231349,797.236234458259,78.7246891651865,655.706927175844,97.3108348134991,9.59197750311762,53.2746563533695,303.042307309952,30.8593250498255,12.7692717599615,18.0900532737718,25.55186497297,19.402161010417,19629.9087928786,14389.6500888099,27.3454707130446,17.7534931853652,2.00001332550235,4.57886323962711,3.66455002724595,174.920774647887,41.637323943662,33.1267605633803,5.87552816901408,54.1232394366197,19.6848591549296,13.1478873239437,730.755239786856,2.15176566626283,-0.671510763488491,-1.35646756040924,-1.48686998560345
"Acacia floribunda","Acacia","Leguminosae","Fabales","Angiosperms",NA,NA,NA,NA,NA,1.09999999959924,16.3695797708268,21.0896477296418,11.1987194613254,1078.6800117751,136.758904916102,46.5157491904622,31.1692028101802,379.043567853989,162.889019723285,337.313217544893,195.479835148661,10.2201182399387,48.3989153568065,399.032849787683,26.4548425031544,5.38687076788283,21.0679717222522,20.2772053697152,12.6151604284635,16882.6904598727,8679.70444509862,21.479638902868,11.2595206557002,1.35366573328827,4.04236089997268,3.46435334565256,170.190364963504,42.2151824817518,31.9658394160584,5.93906569343066,50.2747445255474,20.7906569343066,18.1316788321168,703.180806594054,1.67616368356651,-1.54096761871308,0.27651442721744,-0.946166324958692
"Acacia gerrardii","Acacia","Leguminosae","Fabales","Angiosperms",NA,NA,NA,NA,NA,NA,22.972892999649,25.0696022727273,20.8350378329104,841.272727272727,174.107954545455,7.10227272727273,85.5307164950804,441.869318181818,32.8806818181818,224.846590909091,143.107954545455,12.1214488582178,68.417356707833,177.039408721707,31.932954528115,13.5835227153518,18.3494318236004,23.1442235220562,21.6619317098097,17908.2111261541,15119.6761363636,29.0336174748161,16.9121686165983,1.79278882660649,2.94318181818182,2.31292612986131,198.439306358382,41.3179190751445,34.7514450867052,6.38439306358381,48.1791907514451,21.1098265895954,17.4335260115607,467.311931818182,2.62207566320305,-1.18070080774891,-2.48638634130231,0.288447086711308
"Acacia greggii","Acacia","Leguminosae","Fabales","Angiosperms",3.88,NA,-0.881,-3.74,-2.859,NA,19.280187092022,28.3929251573524,10.5711224595807,291.055102040816,48.4632653061225,4.26938775510204,57.6376349974652,122.771428571429,21.8265306122449,91.3816326530612,80.130612244898,15.998231309774,45.8746215742462,734.343502932179,37.647755077907,2.57775508872404,35.0699999322697,19.6331292389607,20.8017346858978,19162.7085060587,10720.7734693878,27.2793027196612,11.2810714121984,0.904396256743645,3.75734694393314,3.18052720536991,164.605316973415,38.3537832310838,25.9325153374233,7.97525562372188,49.59918200409,17.6462167689162,24.8302658486708,121.19693877551,5.2276698710399,-5.31741975419635,-3.87559733060464,0.090627378284533
"Acacia havilandiorum","Acacia","Leguminosae","Fabales","Angiosperms",0.86,0.000555792,NA,-4.25,NA,25.3004665899171,17.3352722164488,24.5710462096834,9.93251216672633,430.649635036496,51.9835766423358,26.0839416058394,20.2798763156807,130.806569343066,88.6788321167883,119.923357664234,100.726277372263,13.1293947505255,45.4938326786904,593.347983868453,32.4381386346191,3.56642335845008,28.8717152985343,18.9110705278216,16.782055939201,18508.491966526,9268.28467153285,23.8999696021532,10.7705748194326,0.987125912395707,3.92025546522906,3.22992700816941,144.388686131387,39.7828467153285,31.7463503649635,7.41605839416058,56.9124087591241,18.3923357664234,11.7043795620438,210.858211678832,3.77627415515646,-4.53423902474756,-2.36034384994601,-1.36324982627628
"Acacia holosericea","Acacia","Leguminosae","Fabales","Angiosperms",4.1,0.000586967,NA,-1.322,NA,1.13544024,25.9791868738938,29.4809408261866,21.2641044481649,931.578079534433,230.361784675073,3.58923375363725,108.245618660166,602.347235693501,16.676527643065,376.154704170708,19.835111542192,12.857444223909,56.0161615458654,335.930286659071,36.2026673149531,13.132298732012,23.0703685961223,28.6421031554155,21.8252182390711,21261.6581756562,17056.527643065,32.4079089779858,19.5504647476019,1.86860248590996,2.96372453577882,2.53958130697968,173.666827619507,39.9077740222115,30.3466924191212,6.74620956059874,58.235634958957,18.5803959439884,11.774022211492,398.171871968962,4.0451917139074,-2.13147522845353,-4.22677857075162,-0.773668389954315
"Acacia leptostachya","Acacia","Leguminosae","Fabales","Angiosperms",0.28,8.39e-05,NA,-2.23,NA,2.395006863,22.4006186141143,26.5276958293033,17.1974434547837,868.376597836775,201.772861356932,12.0432645034415,87.0621191247961,508.344149459194,45.2881022615536,453.355948869223,51.4080629301868,11.9627908910153,53.1948708503296,382.154855223649,32.6817108574401,10.0808259327269,22.6008848782955,26.3158799999466,18.11450347319,20251.0709289731,14556.7600786627,28.3820141329995,16.419223193691,1.68612667827362,3.43815142848147,2.89030645695408,179.424657534247,40.4608610567515,34.7015655577299,6.57602739726027,54.1555772994129,19.5303326810176,11.4892367906067,420.362045231072,2.97312569106129,-1.74595053807006,-2.7645106701544,-0.76605771678362
"Acacia mangium","Acacia","Leguminosae","Fabales","Angiosperms",3.48,0.000521054,-0.8,-0.97,-0.17,1.221490213,24.6791745589399,26.7331119081327,22.1080013362009,2163.21442125237,419.669829222011,41.3851992409867,76.2450873268171,1102.44212523719,156.168880455408,747.99430740038,292.013282732448,8.7253320556438,62.3902208881993,189.408486494756,31.5142314447624,17.0884250255418,14.4258064635565,26.0621442414778,23.0229285546001,18723.2533206831,14941.9848197343,29.0418406238592,20.316508502164,2.43811828497465,4.02865274287265,3.12155281208046,192.238721804511,44.2011278195489,34.7781954887218,5.53928571428571,47.5845864661654,22.2518796992481,17.9323308270677,1234.49620493359,1.84443722194478,1.51882645713847,-0.854172852197041,-0.957617803776787
