"Species","genus","family","order","group","Ks","Kl","P50","MinWP_md","HSM","Hv","MAT","TMean_Warmest","TMean_Coldest","AP","Prec_Wettest","Prec_Driest","Prec_Seasonality","Prec_WetQ","Prec_DryQ","Prec_WarmQ","Prec_ColdQ","Diurnal_TRange","Isotermality","TSeasonality","TMax.Warmest","TMin.Coldest","TRange","TMean_Wettest","TMean_Driest","srad","sradMin","tmax","tmin","vapr","windMax","wind","ABDRock","AWCtS_60cm_1km_ll","clay_60cm","ph_60cm","sand_60cm","SWC_200cm","silt_60cm","AI","VPDMax","PC1","PC2","PC3"
"Betula luminifera","Betula","Betulaceae","Fagales","Angiosperms",3.07,NA,-3.3,NA,NA,NA,16.0066990035361,24.3173131798876,6.83821838541791,1265.15948275862,232.491379310345,22.4655172413793,70.7813953860053,618.318965517241,82.7974137931034,567.034482758621,89.9913793103448,8.3371767196162,30.6862358307016,710.101396363357,29.3556033578412,1.69137931001726,27.664224057362,22.5553161419671,7.3174568758314,13301.0916158742,8166.59913793103,20.1752873391941,11.8381106536193,1.47629310344828,2.10775861555132,1.7270114894571,196.853448275862,41.3275862068966,29.6810344827586,6.24698275862069,30.9612068965517,22.2284482758621,39.7629310344828,1093.3025862069,1.76286874539012,-0.192519046484841,1.2110524802128,2.05766594919809
"Betula nigra","Betula","Betulaceae","Fagales","Angiosperms",NA,NA,-2.05715,NA,NA,NA,13.3399157725207,23.8275582594712,2.27184650570101,1142.71124620061,123.396656534954,66.4065349544073,19.1281968471127,341.844984802432,226.099544072948,307.45896656535,251.462006079027,11.9652038888728,34.1429946052992,872.057244645788,30.9382218213067,-4.50866260386347,35.4468844016635,18.2152988953618,8.13435915795088,14423.7915847917,6436.44680851064,19.3225177059058,7.35731383080178,1.2220301409804,3.91899696237048,3.21203141362834,199.890160183066,37.1823035850496,25.0526315789474,5.61334858886346,40.1418764302059,19.9191456903127,35.1769641495042,858.368920972644,2.36558353575613,-1.74650877349497,1.28855255043609,1.08789398505187
"Betula occidentalis","Betula","Betulaceae","Fagales","Angiosperms",1.82114,NA,-1.5744925,-1.57257,0.00192250000000005,NA,6.26037817842415,16.9672247581614,-4.09368744632122,437.055427251732,63.6905311778291,17.2655889145497,41.3572588297291,170.338337182448,60.2459584295612,116.55311778291,106.416859122402,14.351741740665,38.0662576155629,858.794014805184,26.9730946780903,-11.0295611978799,38.0026559389216,8.39422633986292,5.46782140699205,15365.0349904825,5699.27020785219,13.4362490443517,-0.915492693788578,0.562525017724714,3.98533487113464,3.43955926930932,195.855156431054,40.3661645422943,19.7983777520278,7.16581691772885,47.297798377752,18.9200463499421,33.2363847045191,349.170092378753,2.63695826259347,-5.03689256411361,0.763199763336426,1.24297528483077
"Betula papyrifera","Betula","Betulaceae","Fagales","Angiosperms",1.537815,0.00016947,-1.9665,NA,NA,2.09581,5.51734063776553,17.9217865546544,-7.78927485260753,953.509649122807,108.547368421053,51.0171929824561,25.740764478466,304.644561403509,170.974210526316,273.100350877193,198.434210526316,10.9602923900203,27.5820040364851,1044.32332221316,25.3258070140972,-14.6739473616711,39.9997543616044,12.99276609109,-3.45206725580062,12485.6781404194,3849.61754385965,10.9974868408702,0.0371944466320395,0.809622221474062,4.01029824083311,3.45954239734432,193.704517271922,38.873693534101,15.0993799822852,5.87803365810452,53.511426040744,16.4873339238264,31.7225863596103,1051.25819298246,1.67995351762706,-3.76946569007093,3.2359096010213,1.14012364085999
"Betula pendula","Betula","Betulaceae","Fagales","Angiosperms",NA,NA,-2.23,-2.64,-0.41,NA,7.62713609758636,16.0685779660139,-0.310366852690932,762.631501109194,85.7368745378358,43.2948299235889,22.1910351966148,240.282875277299,143.819478678827,209.21878851368,177.753358392901,7.97582752391097,31.3047049188955,668.629541344909,22.0446327389359,-3.99081833621256,26.0354510699407,10.9716744730596,4.03718521352018,10313.327608345,1808.89632117328,11.6150498634066,3.63922233382176,0.880305798890954,4.0869700563881,3.54673480925109,194.427711768137,40.4762211783488,17.870989530564,5.84667956157318,50.6231003039514,17.3884130054343,31.8672745694022,953.002104387478,1.27405601405819,-3.5387786157463,3.475644299543,1.40880111701669
"Betula platyphylla","Betula","Betulaceae","Fagales","Angiosperms",3.1635086975,0.000720396411,NA,NA,NA,2.00941615222113,2.68089207349189,16.0054699166756,-11.6153450743152,659.92731277533,128.370044052863,13.1013215859031,78.5777868699397,334.603524229075,45.9559471365639,325.34140969163,53.2577092511013,11.607268729399,29.3178502158446,1125.89354937717,22.7275330484701,-19.1420704748334,41.869603509945,15.1351321831936,-9.35807637273363,13115.2692709767,6001.15418502203,8.4845264341994,-3.12274228228412,0.656573053104762,3.13766518931032,2.42667033795743,189.412416851441,43.8248337028825,18.7849223946785,6.63835920177384,42.5543237250554,20.920177383592,39.0133037694013,749.50550660793,1.29023755158224,-3.62444916380048,3.07703658283594,1.65146420876955
"Beureria cumanensis","Beureria","Boraginaceae",NA,"Angiosperms",0.41,9.95e-05,-3.82,NA,NA,2.94117647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beyeria opaca","Beyeria","Euphorbiaceae","Malpighiales","Angiosperms",0.26,0.000496119685747306,-6.82,-4.43,2.39,19.0815263748964,17.1428571573893,23.6620105573866,10.656370414855,303.690793650794,33.5428571428571,16.7161904761905,20.5529626101539,92.0203174603175,59.567619047619,65.9993650793651,82.2565079365079,13.8362222017561,49.5559173511324,527.025315948971,32.4073649572948,4.45149206161499,27.9558729044596,15.6140211825901,21.0450899269467,18212.2441896081,8475.92698412698,24.060968250093,10.2247460416764,1.01600000551769,4.11206344892108,3.46164020886497,184.693968253968,39.8006349206349,29.3180952380952,7.8448253968254,62.9187301587302,16.2793650793651,8.18984126984127,147.668825396825,3.80718234263475,-5.55832118363302,-2.80722789236312,-0.216561221157128
"Bischofia javanica","Bischofia","Phyllanthaceae","Malpighiales","Angiosperms",6.16,0.00045,-0.81,NA,NA,0.730519480519481,22.128860153549,25.5983333390335,17.9850766434067,2258.42988505747,396.420689655172,62.1632183908046,65.6178336790238,1048.03563218391,215.27816091954,909.714942528736,294.197701149425,7.5025478850836,50.8808730596784,313.412666136643,29.8149425111968,13.5324138016965,16.282528689812,24.8834482784929,19.1037547697966,16486.8809581537,12438.367816092,25.8801341265097,18.3775861882615,2.19294156987092,3.37390804605923,2.69839080407702,186.10447761194,44.0252583237658,34.691159586682,5.62273249138921,36.7669345579793,24.0068886337543,28.9334098737084,1550.82471264368,1.3431960484384,2.22575928206539,0.725177505139056,-0.22319880255311
"Bixa arborea","Bixa","Bixaceae","Malvales","Angiosperms",NA,NA,NA,NA,NA,0.702281635243759,24.7902523005774,25.9746177568348,23.4169725015623,1840.39449541284,272.51376146789,45.8073394495413,56.4329768714555,772.211009174312,165.770642201835,446.394495412844,328.201834862385,10.6505352160253,71.3053397082408,104.420864980155,32.1211008369376,16.9788990808189,15.1422017561186,25.282110144239,23.6883791652294,14691.6055135464,11923.2660550459,30.1155198123477,19.4649847800579,2.52600917138091,1.53302752424818,1.29617737356676,199,41.6388888888889,39.2222222222222,5.04722222222222,41.9074074074074,22.3981481481481,19.1759259259259,1376.06697247706,1.9236534197939,2.28848373643702,-0.743625916395628,0.675148722317279
"Bixa platycarpa","Bixa","Bixaceae","Malvales","Angiosperms",NA,NA,NA,NA,NA,0.970051889645602,24.7900462680393,25.2263889842563,24.1601850721571,2677.72222222222,317,135.638888888889,30.642831352022,889,441.055555555556,693.166666666667,557.111111111111,10.2125000026491,86.0218912760417,44.9320051934984,30.6361111005147,18.7361110846202,11.9000000158946,24.789351940155,24.546296066708,13694.5346679688,12045.1666666667,29.8962963422139,19.6837963528103,2.48780093259282,1.32777777645323,1.17916667958101,193.971428571429,43.4857142857143,39.0571428571429,5.14,36.3428571428571,23.8857142857143,24.7428571428571,2143.8,1.95528067929838,4.29541188069287,0.278314705563889,0.447833644731301
"Blastus cochinchinensis","Blastus","Melastomataceae","Myrtales","Angiosperms",1.418738186,0.00018992,-4.26,NA,NA,1.298180496,19.2557756645339,24.3243676679475,13.6629463583231,2896.75223214286,429.017857142857,116.5625,47.0666664625917,1156.19419642857,392.200892857143,1030.89508928571,420.495535714286,5.53048735111952,31.3868436472757,438.692697933742,27.9895089524133,10.3089285375816,17.6805804605995,23.3719122026648,14.8226934671402,14908.1067657471,9553.20758928571,22.0210193714925,16.49053200015,1.93833518826536,4.8930803462863,3.59986978290336,177.863839285714,45.0535714285714,29.40625,5.17544642857143,39.0825892857143,23.625,31.8660714285714,2355.79263392857,1.17999468963567,2.51889188401564,2.81188606368147,-0.923573982063273
"Blepharocalyx salicifolius","Blepharocalyx","Myrtaceae","Myrtales","Angiosperms",3.342,0.0007322,-1.72,-1.9,-0.18,3.403508772,19.1918252875962,21.9019247323728,15.962732646671,1305.02664974619,198.663705583756,42.5964467005076,55.5321928153788,544.281725888325,145.879441624365,457.572335025381,164.60152284264,11.2131979659124,61.7243113106277,247.133511141472,27.8196700526978,9.39441625121508,18.4252537979087,20.8793147058051,16.7592428033122,15576.1214221625,11183.8578680203,24.7984242947574,13.5852263199572,1.67394247106489,2.62563450899221,2.19833967430035,187.407878017789,43.8081321473952,39.6060991105464,5.51130876747141,41.2147395171537,23.0304955527319,19.579415501906,938.653680203046,1.68066280016718,0.656259045977159,-0.104921870821473,0.137067516235186
"Bocoa prouacensis","Bocoa","Leguminosae","Fabales","Angiosperms",NA,NA,NA,NA,NA,NA,25.6592262813023,26.4035718100412,25.0636905942644,2503.85714285714,394.857142857143,68.9642857142857,49.2143825803484,1014.75,262.142857142857,274.607142857143,661.035714285714,8.65535719054086,78.1402824946812,55.0018701553345,31.875000340598,20.7999998501369,11.0750004904611,25.490476335798,26.3970241546631,18028.7440708705,14823.7857142857,29.9869049617222,21.3315477371216,2.69556551320212,1.93928570406778,1.60059524008206,198.214285714286,42.6428571428571,42.1071428571429,4.95,38.4642857142857,23.2142857142857,19.7857142857143,1556.45357142857,2.20543088680839,3.22304433776359,-1.53386241011043,-0.274788361604078
"Boronia ledifolia","Boronia","Rutaceae","Sapindales","Angiosperms",NA,NA,NA,NA,NA,8.56000000636335,16.211586455003,20.9120346507152,11.0637588056779,1136.22027792074,139.256819351518,54.2876994338652,29.1358781059685,395.523932063819,186.057128152342,348.197117858981,218.214101904272,9.56976754310753,47.1473736902886,396.872495359695,25.836078206964,5.57781780514592,20.2582603843324,20.692554470932,11.8524018023594,16778.9615175068,8590.49922799794,20.9964702623871,11.4267026824676,1.34287570459108,3.99999999926376,3.45782295012069,154.962436548223,41.6685279187817,30.994923857868,5.7707614213198,51.7786802030457,20.5345177664975,17.5700507614213,750.172053525476,1.55466173248497,-1.51952340807386,0.599681519946038,-1.44130800616225
"Boronia pinnata","Boronia","Rutaceae","Sapindales","Angiosperms",NA,NA,NA,NA,NA,7.58000000642199,16.7138900028063,21.2629553482194,11.6963434905034,1215.71569433032,149.77485620378,57.986852917009,29.100134003231,418.412489728841,196.181594083813,362.26540673788,239.753492193919,9.20685428816859,47.0033936261543,386.198112017617,25.9280197062057,6.35686114410837,19.5711585775985,20.5851821335202,12.5436729750089,16882.3797399792,8772.72144617913,21.3173171946918,12.1104628783126,1.40724800944622,4.35004106661092,3.74837714879358,170.194198227236,42.3360193392425,29.7840451248993,5.80153102336825,52.9734085414988,20.0435132957293,17.5568090249799,793.908545603944,1.48899245640486,-1.49099471554782,0.609319521919223,-1.16968294758032
"Bossiaea cinerea","Bossiaea","Leguminosae","Fabales","Angiosperms",0.82,0.000185863,NA,-1.2,NA,2.199039906,13.2620232938951,17.5360430128856,9.02570607636565,811.269247311828,90.1655913978495,40.3320430107527,21.7834833994219,254.775483870968,146.754408602151,152.496344086022,237.319139784946,9.47384586211174,48.9748302074145,344.027407672841,23.8612473001788,4.53948387861252,19.3217633885209,11.6708100132276,16.5079139586418,15102.2202100134,6065.61806451613,17.9989461960331,8.52510035227704,1.11299032231813,5.65961288359857,4.8978781283799,174.381856540084,46.0991561181435,32.0970464135021,5.95649789029536,55.3746835443038,20.7767932489451,12.9135021097046,628.993806451613,1.6144773004372,-2.82198274051016,0.974025113608261,-1.28391468189583
"Bossiaea obcordata","Bossiaea","Leguminosae","Fabales","Angiosperms",NA,NA,NA,NA,NA,20.0000000154742,15.4563518409349,20.2573224714022,10.2735365139625,1023.29118889559,124.6898008449,49.2948098974049,27.2509090654377,346.543150271575,171.577851538926,310.665057332529,197.137598068799,10.1150271719885,48.0733449690732,402.556481913335,25.6979480937942,4.6701870804847,21.0277610164704,19.6097666526963,11.5558338385428,16721.1433610841,8290.11225105613,20.5138654317493,10.3988382606242,1.28398109043515,4.02573928310703,3.46615871896784,152.30634968402,41.6322600060187,30.7550406259404,5.76533253084562,52.5323502858862,20.5064700571772,17.1074330424315,694.554858177429,1.61600676253436,-1.83743261730834,0.586278660362565,-1.49910747229964
"Bossiaea walkeri","Bossiaea","Leguminosae","Fabales","Angiosperms",0.15,5.93e-05,NA,-3.99,NA,3.394057055,17.8776483535767,24.5978441357778,10.976031535524,323.80528511822,36.4506258692629,19.5006954102921,19.7040030130591,96.8678720445063,65.4659248956885,78.2642559109875,85.201668984701,13.583993955514,48.0747682414897,552.305713255647,32.7908205979391,4.44214186316903,28.3486787506868,16.8468474811241,20.1069540427026,18863.4354395754,9403.60917941585,24.6696453492399,11.0856513764828,1.03209318380197,3.96495131922365,3.23226702727263,178.032122905028,39.5027932960894,29.3086592178771,7.61675977653631,61.3561452513966,16.5391061452514,9.73882681564246,153.916828929068,3.87004710738189,-5.27221537280782,-2.93223606534194,-0.434808839433927
"Boswellia papyrifera","Boswellia","Burseraceae","Sapindales","Angiosperms",NA,NA,NA,-1.82418,NA,NA,26.2450229326884,29.0671296649509,24.108333322737,801.805555555556,200.222222222222,1.58333333333333,108.932351006402,500.972222222222,10.6944444444444,132.583333333333,186.861111111111,13.9057870176103,64.1027539571126,205.739895714654,37.2611112064785,15.4666668044196,21.7944444020589,25.2333333757189,24.7962963316176,19519.9098307292,16376.6666666667,33.1979167196486,19.2921295430925,1.76171296503809,2.43888889418708,1.98310183485349,191.611111111111,40.5277777777778,33.2777777777778,6.94722222222222,44.8055555555556,22.6111111111111,22.4166666666667,362.427777777778,4.78879642151068,-1.56319417365985,-4.77927407631674,0.503778792795231
"Botryarrhena pendula","Botryarrhena","Rubiaceae","Gentianales","Angiosperms",NA,NA,NA,NA,NA,1.25605080028713,26.1296382760102,26.7147798358269,25.502515756859,2637.96226415094,349.150943396226,108.075471698113,39.3137353681168,960.509433962264,370.716981132075,467.018867924528,779.018867924528,9.13286169519964,81.7631605616156,50.1159334362678,31.9490564454277,20.7415093475918,11.2075470978359,25.8839623073362,26.3289308368035,14918.2924159788,12688.2452830189,30.6960690696284,21.5632073744288,2.80281448364258,1.35094338992857,1.1462264263405,199.792452830189,42.2075471698113,36.7169811320755,4.76415094339623,41.1698113207547,22.5471698113208,22.3018867924528,1974.93018867925,1.97148126824858,3.78468052380633,-0.292374575876631,0.342758095640188
"Bougainvillea modesta","Bougainvillea","Nyctaginaceae","Caryophyllales","Angiosperms",0.6534,0.000144,-3.7,-1,2.7,0.231,23.0354674269513,24.6191056414348,20.6329267548352,1488.31707317073,228.219512195122,40.4146341463415,57.9473024693931,653.19512195122,141.780487804878,510.365853658537,156.414634146341,11.1473577778514,67.4858801306748,170.579309975229,30.4926830384789,13.9121951918776,16.580487669968,24.415447142066,21.0089429529702,15511.2357326601,12944.6829268293,28.6091463042469,17.4617885380256,2.07408538678797,2.72926828919387,2.3180894212025,185.463414634146,41.8292682926829,37,5.54878048780488,43.1463414634146,21.7073170731707,20.3658536585366,960.575609756098,2.36777384089497,0.808732693574361,-0.900835744358182,0.114434901289741
"Bourreria cumanensis","Bourreria","Boraginaceae","Boraginales","Angiosperms",0.41,9.95e-05,-3.82,NA,NA,2.94,26.8008608226934,27.597933729818,25.9257575736558,1106.2479338843,192.380165289256,13.0826446280992,65.8664210611138,489.074380165289,59.2231404958678,240.876033057851,209.239669421488,9.70433881066062,78.5779980115654,70.0284509579997,32.9553720300848,20.5991736404167,12.3561983896681,26.7170798719422,26.4253442937678,18512.6356291968,16663.4545454545,31.6530304900871,21.9486914942087,2.63863635752812,4.04628099488818,3.28333333996702,196.377049180328,41.5081967213115,35.4836065573771,6.48770491803279,38.7131147540984,23.5901639344262,26.1885245901639,584.477685950413,2.31057200546713,0.0440503030370767,-2.53915074643609,-0.261000583791995
"Bowdichia virgilioides","Bowdichia","Leguminosae","Fabales","Angiosperms",NA,NA,NA,NA,NA,NA,23.4452677158494,24.8006217541472,21.6348531881145,1372.31502590674,237.421761658031,22.8414507772021,69.4771684103061,650.562694300518,83.8528497409326,345.260103626943,274.740932642487,10.3822279920232,69.7234537549587,133.145524705877,30.5851812985277,15.6439378081208,14.9412434790419,23.7290673962529,22.5586010463497,16759.3399995952,13633.2321243523,28.6363816414472,18.254153709214,2.2153082906891,2.17512952688444,1.80136441430897,197.818652849741,41.0984455958549,35.3626943005181,5.51139896373057,48.019689119171,20.7575129533679,16.9979274611399,886.384663212435,2.00463296185713,0.436152454001723,-1.42375063813282,0.31946925732874
"Brabejum stellatifolium","Brabejum","Proteaceae","Proteales","Angiosperms",NA,NA,-2.42666666666667,-2.09,0.33666666666667,NA,16.1695326194561,20.3484128669456,11.8810405226612,645.37037037037,100.465608465608,20.2433862433862,56.0075565519787,286.312169312169,66.2116402116402,67.1693121693122,285.804232804233,10.3572310139893,51.9539819344011,349.781479931382,26.644444329398,6.71322750698322,19.9312167293811,12.0884479240135,20.1875662374749,18464.4051752646,9389.02645502645,21.3481480633771,10.9909171288606,1.25626543085411,4.72751322625175,3.92023809120138,150.899470899471,41.0952380952381,28.6455026455026,6.50952380952381,55.2539682539683,18.6243386243386,16.5396825396825,390.487301587302,1.97908788918203,-3.69122568150143,-0.753690056536088,-1.73331207338055
"Brachychiton australis","Brachychiton","Malvaceae","Malvales","Angiosperms",6.46,0.002019,-3.17,-1.89,1.28,3.18999999979,21.9135703778048,26.280504611654,16.4957186410186,842.724770642202,170.628440366972,17.6788990825688,72.998765586713,443.788990825688,63.4954128440367,400.701834862385,69.4633027522936,12.2285167995943,52.9630752178507,399.131200597921,32.3733945199109,9.19908254190323,23.174311882859,26.1110856204952,17.26766053471,19889.7204701835,13828.9128440367,28.0278287852576,15.7993119397295,1.67511850021301,3.5348623947266,2.9099006029444,167.637614678899,41.0045871559633,37.9587155963303,6.69495412844037,48.8853211009174,21.1788990825688,13.4770642201835,414.601834862385,2.86682965569311,-1.51530521862693,-2.54455344941216,-1.04704193625829
"Brachychiton populneus","Brachychiton","Malvaceae","Malvales","Angiosperms",2.51,0.000525262,NA,-0.98,NA,4.01727174168253,16.0791318398539,22.2433364926245,9.59630535475724,760.59608709372,99.3150836225939,38.6691385295046,28.0615712458044,260.526506784475,133.011675607447,240.564689176396,153.728778794572,12.4276861799143,47.7082468534201,511.20561997813,29.3990848820531,3.32309876974471,26.0759861023127,19.2288419144618,13.4468023470051,17555.5843330593,9047.2120542758,22.2929749157798,9.86528874167737,1.16071250207156,3.56195960702412,2.99644078020419,154.189244598644,40.7524049834411,33.3805393471061,6.45295694685381,50.9996845923356,21.072228355149,15.9872259895915,458.219359419375,2.63812327817252,-2.48952272485533,-0.833830580298058,-1.13293176166083
"Brachylaena neriifolia","Brachylaena","Compositae","Asterales","Angiosperms",NA,NA,-2.07,-1.81,0.26,NA,15.9135496197766,20.0902037074548,11.6494910698811,578.198473282443,80.2519083969466,25.3893129770992,39.047316966166,222.732824427481,82.3664122137405,90.6488549618321,207.290076335878,11.0184478686966,53.6846083138735,348.102285952968,26.522137430788,5.96259542230431,20.5595420589884,13.3269719859116,17.9585241871026,18376.9432848282,9779.6106870229,21.422773535925,10.4043256617684,1.22238549430862,4.29083971212838,3.54580153399751,134.053435114504,40.8778625954198,29.0152671755725,6.57175572519084,54.4580152671756,18.9618320610687,16.9007633587786,354.554961832061,1.935756508476,-3.68233055137532,-0.651280221276832,-2.04850095959412
"Brachyleana neriifolia","Brachyleana","Asteraceae",NA,"Angiosperms",NA,NA,-1.8,-1.88,-0.0799999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brachystegia boehmii","Brachystegia","Leguminosae","Fabales","Angiosperms",0.73,NA,-3.22,NA,NA,NA,21.9797126572708,24.2193103329889,18.8678160766075,1079.07931034483,228.510344827586,5.72758620689655,98.3970574872247,627.141379310345,25.351724137931,344.668965517241,38.9586206896552,11.755804614363,61.0461064305799,223.105010933712,31.1641379652352,11.7700000203889,19.3941379152495,23.4791378876259,19.6302298480067,17558.7034987877,13869.8551724138,27.8576149184128,16.101810373109,1.85558333026952,2.86379310838107,2.11494253216119,194.249134948097,40.5813148788927,33.0484429065744,5.85121107266436,56.0934256055363,18.878892733564,11.19723183391,630.555862068966,2.84982970355799,-1.2568527376671,-2.16579836167192,0.0815903891144657
"Brachystegia floribunda","Brachystegia","Leguminosae","Fabales","Angiosperms",1.11,NA,-1.7,NA,NA,NA,18.8429652251206,21.0461037623418,15.8145020720247,1060.53246753247,226.090909090909,1.46753246753247,104.586950525061,634.38961038961,7.41558441558442,299.961038961039,9.53246753246753,11.1948051948052,58.6694752581708,213.838522972999,28.041558426696,8.95324676067798,19.0883116536326,20.0387443443397,16.0852813472995,17066.0747260552,13712.5064935065,24.4403679339917,13.2455627515719,1.53804112719251,3.64285715524252,2.64816017894002,192.168831168831,42.2857142857143,35.4675324675325,5.60649350649351,53.5714285714286,19.6623376623377,11.2727272727273,655.936363636364,2.42210453088549,-1.41353800617953,-1.4234609375427,-0.158925279531224
"Brachystegia longifolia","Brachystegia","Leguminosae","Fabales","Angiosperms",0.68,NA,-2.51,NA,NA,NA,20.5242088474805,22.5463080225112,17.7158227087576,1084.68987341772,228.753164556962,2.32911392405063,101.410851732085,630.892405063291,11.9620253164557,294.018987341772,16.746835443038,11.7352320544327,61.338175882267,199.614370780655,29.6860758986654,10.4341771994965,19.2518986448457,21.6425104865545,18.1479957013191,17117.2083662975,13953.664556962,26.3918249033674,14.6565928760963,1.68083861809743,3.18481012839305,2.37109704032729,194.088607594937,41.1455696202532,34.2215189873418,5.6379746835443,55.0253164556962,19.1392405063291,11.0443037974684,644.279746835443,2.63317033191737,-1.30686054579144,-1.82441813288421,0.0206977009580803
"Brachystegia spiciformis","Brachystegia","Leguminosae","Fabales","Angiosperms",0.84,NA,-2.79,NA,NA,NA,21.6269434530344,23.6077736242494,18.8467350575461,1070.22201492537,220.738805970149,6.19216417910448,94.1318973498558,597.126865671642,26.5559701492537,352.64552238806,45.1026119402985,11.5056280831792,63.3161371216845,198.885718939909,30.1886194001383,11.8382462618956,18.3503731756068,23.0036691373854,19.3783892642206,17397.0144935722,13944.4925373134,27.3797574754971,15.8741293540641,1.82117537353466,2.94309701625981,2.22395832970071,194.148288973384,40.7072243346008,32.6520912547529,5.79011406844106,56.1673003802281,18.7300380228137,11.5304182509506,631.657089552239,2.54495986382582,-1.23176121858939,-1.87824116185373,0.0326737786735497
"Bridelia insulana","Bridelia","Phyllanthaceae","Malpighiales","Angiosperms",7.05,0.001413,-3.34,NA,NA,0.507585097910627,23.8180770947952,26.0519810486826,21.0407838143736,2334.78552971576,374.720930232558,76.9302325581395,58.2217815519919,1006.74160206718,267.759689922481,777.276485788114,369.258397932817,8.16268303844048,64.8915997734366,205.915171068768,30.4782945179508,16.5333333613029,13.9449611683533,25.4090869938064,21.7556847244578,17428.226973817,14117.8708010336,27.8994185795156,19.7367355755749,2.40697674418605,3.28888888198892,2.5263350491992,188.20716112532,45.6624040920716,37.0460358056266,5.45907928388747,38.6393861892583,24.4040920716113,24.6982097186701,1473.4850129199,1.58496358038431,2.56859782045279,-0.0113364711156844,-0.578928664188387
"Bridelia retusa","Bridelia","Phyllanthaceae","Malpighiales","Angiosperms",4.06,0.000289,-3.34,NA,NA,1.40010685615526,24.2541282931599,27.470336214118,20.4899081308907,1785.82568807339,464.403669724771,11.4862385321101,99.7419578307265,1091.61467889908,53.3761467889908,457.899082568807,115.889908256881,10.2493883535403,53.0616464527375,285.621838735878,33.726605494088,13.5284403398496,20.1981651761116,25.5379203656398,21.7448012063263,18309.2690474484,14950.4495412844,29.3788224753984,19.129434248723,2.18501529206923,2.28532109785517,1.58379204284161,187.981651376147,42.3394495412844,37.6880733944954,6.01009174311927,35.0366972477064,25.0091743119266,27.605504587156,1035.22752293578,3.02457847882962,1.35334968199627,-2.10452217633101,0.320437950388014
"Brosimum acutifolium","Brosimum","Moraceae","Rosales","Angiosperms",NA,NA,NA,NA,NA,0.880382091673523,25.6431129234881,26.4104683143048,24.6947658002869,2296.44628099174,324.98347107438,68.801652892562,51.3501148854405,902.066115702479,245.471074380165,486.074380165289,535.322314049587,9.88388435111558,76.693116495432,71.3256425148199,32.0487602013202,18.9818182070393,13.0669420179257,25.7239669453014,25.2858126931939,14840.8863474948,12604.9504132231,30.5850550754011,20.7011708819177,2.66236915273115,1.64793387621887,1.41453168756706,198.99173553719,41.4793388429752,36.9586776859504,4.89752066115703,41.1074380165289,22.3140495867769,22.3223140495868,1686.81239669421,2.13433168837286,3.00221110412323,-0.573028275693056,0.50381914515024
"Brosimum alicastrum","Brosimum","Moraceae","Rosales","Angiosperms",NA,NA,NA,NA,NA,1.68548256248957,24.8398352191698,26.6018592701328,22.6101536142404,1707.1336005344,303.824983299933,34.4582498329993,72.1609097418979,789.962591850367,123.015364061456,464.074148296593,246.642618570474,11.2038075810842,69.3572718608196,165.503918342616,32.9663994176912,16.5135604390799,16.452838975426,25.7827210155581,24.0134156965461,17760.6371577791,14294.7929191717,30.441739021179,19.2379314282694,2.41462090677154,2.77962592465127,2.20839456645504,159.225033288948,43.6757656458056,39.6458055925433,6.32470039946738,37.5359520639148,25.9966711051931,23.185086551265,1021.57708750835,2.49573760187958,1.4063064456755,-1.68138672830878,-0.993434326033646
"Brosimum guianense","Brosimum","Moraceae","Rosales","Angiosperms",NA,NA,NA,NA,NA,0.999550890527178,25.3405869755432,26.4413017043232,24.1292579052222,2503.25912408759,365.598540145985,71.7883211678832,50.1655739450107,988.576642335766,268.131386861314,474.28102189781,715.642335766423,9.14644157277407,75.4154643594784,94.5180775510134,31.7580291650591,19.3883211838938,12.3697079881264,25.3312043273536,25.3536495466302,16356.7867743499,13666.0072992701,29.9138077784629,20.767366176104,2.60853710748853,2.06350364019401,1.67019465152365,194.675182481752,43.2919708029197,37.8941605839416,5.17846715328467,39.5729927007299,23.7664233576642,22.8978102189781,1693.82153284672,1.88544033304777,3.11964415008429,-0.558327229894244,-0.0362806184206202
"Brosimum lactescens","Brosimum","Moraceae","Rosales","Angiosperms",NA,NA,NA,NA,NA,2.93647207583529,25.1311507385318,26.1202614006876,23.9196778278725,2403.54341736695,347.330532212885,67.5,52.2072311930296,955.019607843137,243.589635854342,519.121848739496,572.96218487395,9.97152193721269,75.2317542976358,91.4861065493244,31.8317925936702,18.3634454095397,13.4683471981551,25.3036881481566,24.7595004087069,15591.1854866947,13313.6708683473,30.1169117144844,20.1453897912963,2.55304038524628,2.01246498871584,1.63348506278351,193.760504201681,42.8081232492997,36.0210084033613,5.18725490196078,40.5700280112045,23.1036414565826,23.7563025210084,1680.79831932773,1.91031581655356,2.8876105501352,-0.401321378985843,0.159049482594774
