"rowname","B1","B2","S9","H4","sex","species","body_region","L","a","b","C","h","carotenoid","indiv_rep"
"Parotia_lawesii_a.Male.crown",2.29532,0.00572399002493766,-4.02597402597402,2.22451449925061,"male","Parotia_lawesii","crown",0.600078177986772,-0.129735670345021,-0.237299227376309,0.270448271344568,241.333794955569,0,"a"
"Parotia_lawesii_a.Male.tail",2.6834,0.00669177057356608,-0.901408450704225,2.07485423210088,"male","Parotia_lawesii","tail",0.657227161167223,-0.0639712259020708,-0.185119130781231,0.195860691116447,250.936494327582,0,"a"
"Parotia_lawesii_a.Male.throat",54.45886,0.135807630922693,0.917716342221495,0.548271425882395,"male","Parotia_lawesii","throat",18.3174571908896,35.7580576421042,29.7190583335624,46.4958182482009,39.7304789461767,0,"a"
"Parotia_lawesii_a.Male.wing_cov",2.40958,0.006008927680798,-1.45625,2.18520986550713,"male","Parotia_lawesii","cov",0.61884615918743,-0.0892373620604847,-0.185356393917813,0.205718981996629,244.292131320062,0,"a"
"Parotia_lawesii_b.Male.back",2.09964,0.00523600997506234,-15.25,1.99925125787473,"male","Parotia_lawesii","back",0.524139834671195,-0.0992240789743359,-0.122887356793278,0.157945307964319,231.081231197578,0,"b"
"Parotia_lawesii_b.Male.belly",2.90889,0.0072540897755611,-1.41666666666667,-2.63516132898042,"male","Parotia_lawesii","belly",0.592867883245089,-0.0552272398954279,-0.129287714395798,0.1405893350157,246.869502387488,0,"b"
"Parotia_lawesii_b.Male.crown",94.6114,0.235938653366584,-0.910586392121755,-2.64857023742261,"male","Parotia_lawesii","crown",14.2296786391187,0.670542525681717,-28.4519314317158,28.459831859549,271.350071649834,0,"b"
"Parotia_lawesii_b.Male.tail",2.49144,0.00621306733167082,-1.43225806451613,1.91522051579945,"male","Parotia_lawesii","tail",0.595283419602934,-0.029611484630987,-0.154394429279003,0.157208396132142,259.14301607409,0,"b"
"Parotia_lawesii_b.Male.throat",41.52001,0.103541172069825,0.917785843920145,0.713572646134515,"male","Parotia_lawesii","throat",14.7542370049775,14.2588850808338,23.3750990132813,27.380852025259,58.6166755291542,0,"b"
"Parotia_lawesii_b.Male.wing_cov",2.74144,0.00683650872817955,-Inf,2.15898728972995,"male","Parotia_lawesii","cov",0.702278554691237,-0.135355358209244,-0.170620336518823,0.217789743169299,231.574569434202,0,"b"
"Parotia_lawesii_c.Male.back",3.64078,0.00907925187032419,-0.763934426229508,2.18538308250554,"male","Parotia_lawesii","back",0.860233505377165,-0.0655609536649726,-0.27184553290216,0.279639468609708,256.440905161968,0,"c"
"Parotia_lawesii_c.Male.belly",1.47838,0.00368673316708229,-1.03260869565217,-2.50109633446169,"male","Parotia_lawesii","belly",0.291974759814637,-0.0539345457842288,-0.110264148111716,0.122748187716779,243.934918682426,0,"c"
"Parotia_lawesii_c.Male.crown",62.96119,0.157010448877805,-0.541161178509532,-2.4000325305725,"male","Parotia_lawesii","crown",8.50099969611492,0.591302462300547,-18.5131402442167,18.5225808219038,271.829382894176,0,"c"
"Parotia_lawesii_c.Male.tail",2.40176,0.00598942643391521,-0.356,1.6383782477917,"male","Parotia_lawesii","tail",0.56692770017119,-0.0362110761542578,-0.0981381260086178,0.104605610809042,249.746911588383,0,"c"
"Parotia_lawesii_c.Male.throat",43.8263,0.109292518703242,0.79720406681191,0.747233613590809,"male","Parotia_lawesii","throat",15.1317461984172,14.616618029694,21.8516007873174,26.2895032207584,56.221286653637,0,"c"
"Parotia_lawesii_c.Male.wing_cov",2.74144,0.00683650872817955,-Inf,2.15898728972995,"male","Parotia_lawesii","cov",0.702278554691237,-0.135355358209244,-0.170620336518823,0.217789743169299,231.574569434202,0,"c"
"Parotia_lawesii_d.Female.back",7.36806,0.0183742144638404,0.835216205687573,0.452293352049721,"female","Parotia_lawesii","back",1.71493317334065,1.67701385635932,1.54114864753646,2.27761160609631,42.5825077214819,0,"d"
"Parotia_lawesii_d.Female.belly",33.88503,0.0845013216957606,0.757030015797788,0.579309826349115,"female","Parotia_lawesii","belly",8.47555501469592,5.97980052039926,6.95481569918349,9.1721031216061,49.3108200991988,0,"d"
"Parotia_lawesii_d.Female.crown",1.93318,0.00482089775561097,-12.7826086956522,2.34410502256402,"female","Parotia_lawesii","crown",0.462119080040406,-0.0913522002062017,-0.185020607510189,0.206344008117399,243.722572729191,0,"d"
"Parotia_lawesii_d.Female.tail",12.54272,0.0312786034912718,0.625595643294758,0.330597962002227,"female","Parotia_lawesii","tail",2.62852142099789,1.60738044309008,0.97527189386204,1.88011360182988,31.2471210497973,0,"d"
"Parotia_lawesii_d.Female.throat",12.75613,0.0318107980049875,0.571933545422411,0.678712445509759,"female","Parotia_lawesii","throat",3.00473508779727,1.24577361362177,1.21538150361772,1.74043215775057,44.2925065483057,0,"d"
"Parotia_lawesii_d.Female.wing_cov",14.05075,0.0350392768079801,0.733518565294266,0.446632605673451,"female","Parotia_lawesii","cov",3.1537569182071,2.20477450670428,1.92421740703325,2.92637032088266,41.1128363409268,0,"d"
"Parotia_lawesii_e.Female.back",11.74155,0.0292806733167082,0.769901220220802,0.357301056623803,"female","Parotia_lawesii","back",2.5267612512439,2.08986975376343,1.72558121528932,2.71020038341348,39.5460922726736,0,"e"
"Parotia_lawesii_e.Female.belly",28.56707,0.0712395760598504,0.811465255096295,0.499229293827974,"female","Parotia_lawesii","belly",6.91676161933283,6.04019074329415,6.27121930031466,8.70701416835963,46.075052149975,0,"e"
"Parotia_lawesii_e.Female.crown",3.42574,0.00854299251870324,0.3710407239819,1.18555732969438,"female","Parotia_lawesii","crown",0.809481466252759,0.110900498900418,0.00220991894744893,0.110922515289349,1.14158434282099,0,"e"
"Parotia_lawesii_e.Female.tail",14.39236,0.0358911720698254,0.498419388830348,0.274541009829977,"female","Parotia_lawesii","tail",2.9519911317391,1.31058857579275,0.530806804454997,1.41400080574736,22.0486396878304,0,"e"
"Parotia_lawesii_e.Female.throat",14.78289,0.0368650623441397,0.626471432672983,0.643758487519539,"female","Parotia_lawesii","throat",3.5667073267649,1.77745864373732,1.94254324914239,2.63302744098599,47.540979699325,0,"e"
"Parotia_lawesii_e.Female.wing_cov",13.30718,0.0331849875311721,0.710482062780269,0.440756520262869,"female","Parotia_lawesii","cov",2.96842540651082,2.03247171540313,1.71655267402016,2.66035605823722,40.1832361539042,0,"e"
"Parotia_lawesii_f.Female.back",7.3215,0.0182581047381546,0.833739837398374,0.481326994372107,"female","Parotia_lawesii","back",1.74804529994152,1.72958935801631,1.61358138330908,2.36540149402272,43.0126347070038,0,"f"
"Parotia_lawesii_f.Female.belly",20.45931,0.05102072319202,0.809974747474747,0.513089785250467,"female","Parotia_lawesii","belly",5.02402593877817,4.42141367543128,4.61895555492864,6.3940323198821,46.2517757643113,0,"f"
"Parotia_lawesii_f.Female.crown",3.58503,0.00894022443890274,0.066147859922179,1.48519947748691,"female","Parotia_lawesii","crown",0.846640182925522,0.0546951510616012,-0.0984670881582494,0.112638035316743,299.050696967053,0,"f"
"Parotia_lawesii_f.Female.tail",11.56685,0.0288450124688279,0.615212527964206,0.358751090632354,"female","Parotia_lawesii","tail",2.44845271197554,1.44802604023969,0.927586463732977,1.71964998209313,32.6430909817456,0,"f"
"Parotia_lawesii_f.Female.throat",18.68153,0.0465873566084788,0.534531450577664,0.80996064105863,"female","Parotia_lawesii","throat",4.69703414596537,1.79846389549501,2.14932784300803,2.80251361461968,50.0788752984466,0,"f"
"Parotia_lawesii_f.Female.wing_cov",9.66617,0.0241051620947631,0.653362255965293,0.495784186159523,"female","Parotia_lawesii","cov",2.18978839737786,1.33234715422759,1.14627485783669,1.75758214291306,40.7068091857704,0,"f"
"Parotia_wahnesi_a.Male.back",1.98351,0.00494640897755611,-1.71186440677966,1.99436535160633,"male","Parotia_wahnesi","back",0.49720690775274,-0.0276912083570224,-0.181855781354601,0.183951972624281,261.342068725723,0,"a"
"Parotia_wahnesi_a.Male.belly",3.66937,0.00915054862842893,-0.579399141630901,-1.5489176203223,"male","Parotia_wahnesi","belly",0.648161180467423,0.0942298499545524,-0.142789256152742,0.171079035229659,303.421719968073,0,"a"
"Parotia_wahnesi_a.Male.crown",94.71888,0.236206683291771,-0.823422735515892,-2.36181744601068,"male","Parotia_wahnesi","crown",13.0489827686832,6.8852969123584,-31.1283209255266,31.8807101115065,282.472478005058,0,"a"
"Parotia_wahnesi_a.Male.tail",2.1934,0.00546982543640898,-1.12903225806452,2.249006360655,"male","Parotia_wahnesi","tail",0.524707102227428,-0.0685190427518467,-0.180910401308076,0.193451369912644,249.256031475505,0,"a"
"Parotia_wahnesi_a.Male.throat",39.26475,0.0979170822942643,0.714031971580817,0.973290739822097,"male","Parotia_wahnesi","throat",16.0513296996228,10.2035765889597,24.5190084705704,26.5573860081648,67.4053808825858,0,"a"
"Parotia_wahnesi_a.Male.wing_cov",2.85874,0.00712902743142145,-1.19117647058824,2.08851135057419,"male","Parotia_wahnesi","cov",0.70617410556827,-0.0911901352933231,-0.208018796089726,0.227128730682478,246.328580399931,0,"a"
"Parotia_wahnesi_b.Male.back",3.39461,0.00846536159600998,-3.4695652173913,2.12589033761373,"male","Parotia_wahnesi","back",0.83329787326653,-0.085457131626665,-0.21405381846773,0.230482013498826,248.23653487466,0,"b"
"Parotia_wahnesi_b.Male.belly",1.69869,0.00423613466334165,-1.50602409638554,2.3540666777165,"male","Parotia_wahnesi","belly",0.37029249210789,-0.0910946129206724,-0.0930818937958655,0.130240037837034,225.618202561932,0,"b"
"Parotia_wahnesi_b.Male.crown",80.51953,0.200796832917706,-0.342995637421231,-2.15545392878917,"male","Parotia_wahnesi","crown",11.1152646383431,5.13146418132465,-20.3493690318736,20.9863942743767,284.153105940884,0,"b"
"Parotia_wahnesi_b.Male.tail",2.1934,0.00546982543640898,-1.12903225806452,2.249006360655,"male","Parotia_wahnesi","tail",0.524707102227428,-0.0685190427518467,-0.180910401308076,0.193451369912644,249.256031475505,0,"b"
"Parotia_wahnesi_b.Male.throat",35.18448,0.0877418453865337,0.809556313993174,0.88662587788881,"male","Parotia_wahnesi","throat",14.0466715498776,12.3541666964594,21.9715861836256,25.2066664632274,60.6518559753437,0,"b"
"Parotia_wahnesi_b.Male.wing_cov",3.21987,0.00802960099750624,0.37,1.29953869584893,"male","Parotia_wahnesi","cov",0.746315690827046,0.0445473698362786,0.00768879846668735,0.0452060369994044,9.79267070634546,0,"b"
"Parotia_wahnesi_c.Male.back",3.39461,0.00846536159600998,-3.4695652173913,2.12589033761373,"male","Parotia_wahnesi","back",0.83329787326653,-0.085457131626665,-0.21405381846773,0.230482013498826,248.23653487466,0,"c"
"Parotia_wahnesi_c.Male.belly",1.86021,0.004638927680798,-4.25,2.1788427195764,"male","Parotia_wahnesi","belly",0.416443081150489,-0.046994546763629,-0.126738482731648,0.135170745468977,249.655252433082,0,"c"
"Parotia_wahnesi_c.Male.crown",117.15331,0.29215289276808,-0.511468339541266,-2.19929683451381,"male","Parotia_wahnesi","crown",13.9056103287422,9.56659254127537,-39.9766748693595,41.1054038596054,283.458040769862,0,"c"
"Parotia_wahnesi_c.Male.tail",2.1934,0.00546982543640898,-1.12903225806452,2.249006360655,"male","Parotia_wahnesi","tail",0.524707102227428,-0.0685190427518467,-0.180910401308076,0.193451369912644,249.256031475505,0,"c"
"Parotia_wahnesi_c.Male.throat",55.47826,0.138349775561097,0.829268292682927,0.978584798408137,"male","Parotia_wahnesi","throat",23.7136899862616,16.6186936150854,38.1393903936452,41.6028133312034,66.4555244081593,1,"c"
"Parotia_wahnesi_c.Male.wing_cov",3.52775,0.00879738154613466,0.235294117647059,0.406407972654856,"male","Parotia_wahnesi","cov",0.73963137339728,0.109219388986226,0.0216446145551719,0.11134345184952,11.2093855713643,0,"c"
"Parotia_wahnesi_d.Female.back",14.39982,0.0359097755610973,0.868464201129532,0.422248603682631,"female","Parotia_wahnesi","back",3.32249456333551,3.54804223704847,3.30386989900538,4.84810891229083,42.9590913177738,0,"d"
"Parotia_wahnesi_d.Female.belly",29.26582,0.0729820947630923,0.738791912595755,0.528589238682586,"female","Parotia_wahnesi","belly",7.01060793666656,4.93661030423129,5.2518557401256,7.20778121275422,46.7722463946044,0,"d"
"Parotia_wahnesi_d.Female.crown",1.88119,0.00469124688279302,0.416438356164384,0.900189859243245,"female","Parotia_wahnesi","crown",0.409782220186058,0.10872709051743,-0.0334261348177711,0.113749227255578,342.910921726128,0,"d"
"Parotia_wahnesi_d.Female.tail",22.27603,0.0555511970074813,0.823000536768653,0.417672173932046,"female","Parotia_wahnesi","tail",5.03751706103368,4.67834517662621,4.29777163238682,6.35277534592642,42.5722011542212,0,"d"
"Parotia_wahnesi_d.Female.throat",25.14244,0.0626993516209476,0.527401077466097,0.791744575397181,"female","Parotia_wahnesi","throat",6.13869161378702,2.28404095517026,2.3616766311389,3.2854770726582,45.9573940911491,0,"d"
"Parotia_wahnesi_d.Female.wing_cov",23.92121,0.0596538902743142,0.842432781495832,0.377602918132922,"female","Parotia_wahnesi","cov",5.26709169660316,5.43807810771499,4.64220755804789,7.1500198963084,40.4856809587137,0,"d"
"Parotia_wahnesi_e.Female.back",15.21664,0.0379467331670823,0.854225352112676,0.418144113070198,"female","Parotia_wahnesi","back",3.43749130675888,3.4043428868312,3.1037102257831,4.60679581235686,42.3551619805315,0,"e"
"Parotia_wahnesi_e.Female.belly",26.81062,0.0668594014962594,0.778801261829653,0.518649001889514,"female","Parotia_wahnesi","belly",6.46103346066483,4.97288618055133,5.34764037239599,7.30252384571238,47.0795841981976,0,"e"
"Parotia_wahnesi_e.Female.crown",2.8707,0.00715885286783042,0.0279329608938547,1.1531152544287,"female","Parotia_wahnesi","crown",0.646812431074845,0.147147708791373,-0.0299451413257046,0.150163776229712,348.497157790071,0,"e"
"Parotia_wahnesi_e.Female.tail",31.4139,0.0783389027431421,0.777731136530591,0.34347994140667,"female","Parotia_wahnesi","tail",6.71796741831098,5.76577085694072,4.59461907220343,7.37255979924222,38.5505894077081,0,"e"
"Parotia_wahnesi_e.Female.throat",23.44605,0.0584689526184539,0.451931330472103,0.862986297018433,"female","Parotia_wahnesi","throat",5.62063656495688,1.80648722102023,1.48074165583523,2.33580648407248,39.3407918228508,0,"e"
"Parotia_wahnesi_e.Female.wing_cov",19.94572,0.0497399501246883,0.775169449495784,0.4051158308874,"female","Parotia_wahnesi","cov",4.42309470397444,3.65645787802044,3.12320131636945,4.8087493879708,40.5026389132383,0,"e"
"Parotia_wahnesi_f.Female.back",13.03808,0.0325139152119701,0.86876377479463,0.312932142306456,"female","Parotia_wahnesi","back",2.72639125058592,3.20617631596049,2.46918420899245,4.04678109451989,37.6010774868387,0,"f"
"Parotia_wahnesi_f.Female.belly",33.69414,0.0840252867830424,0.743188972104635,0.501615562907237,"female","Parotia_wahnesi","belly",7.9280782157618,5.76731824859164,5.82841558068076,8.19953583818379,45.3018857560693,0,"f"
"Parotia_wahnesi_f.Female.crown",2.77246,0.00691386533665835,0.0153846153846154,0.447731770776801,"female","Parotia_wahnesi","crown",0.580541419167948,0.260240781475157,0.0968577839925433,0.277680922396096,20.4145249690852,0,"f"
"Parotia_wahnesi_f.Female.tail",17.02431,0.04245463840399,0.784367100913864,0.330616920380878,"female","Parotia_wahnesi","tail",3.60988508354383,3.24059816738859,2.56696381297478,4.13409962381221,38.3836790925738,0,"f"
"Parotia_wahnesi_f.Female.throat",25.06668,0.0625104239401496,0.440400170285228,0.83539256686014,"female","Parotia_wahnesi","throat",6.06187984018599,2.07370424329389,1.94056408822146,2.84007715901345,43.1003826764054,0,"f"
"Parotia_wahnesi_f.Female.wing_cov",13.08956,0.0326422942643392,0.886162904808636,0.319195841373969,"female","Parotia_wahnesi","cov",2.74147219359166,3.39675368855388,2.70388915226966,4.34153799574136,38.5205455027037,0,"f"
"Parula_americana_a.Male.back",19.24413,0.047990349127182,0.655778894472362,0.689770867551617,"male","Parula_americana","back",4.94685804706231,1.49226422610657,3.85404661614119,4.1328595233696,68.8338891874486,0,"a"
"Parula_americana_a.Male.belly",72.53583,0.180887356608479,0.0938953764359631,1.32470127019284,"male","Parula_americana","belly",16.7691489240767,2.48162710005606,-1.31347373474988,2.80779029053283,332.108659597883,0,"a"
"Parula_americana_a.Male.crown",13.95785,0.0348076059850374,0.0886929460580913,1.37371346711607,"male","Parula_americana","crown",2.93763242271876,0.422574740446824,-0.596099216108925,0.730687133258398,305.332828103769,0,"a"
"Parula_americana_a.Male.tail",31.27498,0.0779924688279302,0.232003208341688,0.992489013493146,"male","Parula_americana","tail",6.86020874629658,1.37073721276845,-0.277851927212081,1.39861438571312,348.541256106058,0,"a"
"Parula_americana_a.Male.throat",48.48075,0.120899625935162,0.944875107665805,0.543767703261285,"male","Parula_americana","throat",14.0101115264707,7.47945915736611,20.9620651901526,22.2564706618753,70.363128799194,0,"a"
"Parula_americana_a.Male.wing_cov",23.26891,0.0580272069825436,-0.123088128186453,2.26864042408274,"male","Parula_americana","cov",4.83493087102121,0.31835538558872,-1.43497907643447,1.4698690762575,282.508683792247,0,"a"
"Parula_americana_b.Male.back",24.77656,0.0617869326683292,0.604054054054054,0.685458348497843,"male","Parula_americana","back",6.29164064002342,1.19195504117542,4.75744956003554,4.90449621637798,75.9343727383931,0,"b"
"Parula_americana_b.Male.belly",86.76729,0.216377281795511,0.147027520145963,1.24812657761442,"male","Parula_americana","belly",20.4248135861026,3.09516964276321,-0.301785341736804,3.10984718434365,354.431147369971,0,"b"
"Parula_americana_b.Male.crown",16.70872,0.0416676309226933,-0.512515644555695,2.74818766557029,"male","Parula_americana","crown",3.49862633234572,-0.197469678010903,-1.62665875680396,1.6386009229891,263.078396721259,0,"b"
"Parula_americana_b.Male.tail",28.52435,0.071133042394015,0.281236673773987,0.805956298498278,"male","Parula_americana","tail",6.12410000946735,1.50397621415457,-0.120537913907481,1.50879880747298,355.417757906829,0,"b"
"Parula_americana_b.Male.throat",25.71076,0.064116608478803,0.875464108910891,0.566130196925161,"male","Parula_americana","throat",7.10141105775098,3.61049920490714,9.09628043137883,9.78662465791554,68.3508626133612,0,"b"
"Parula_americana_b.Male.wing_cov",38.27577,0.0954507980049875,-0.102230885856617,1.83444667245873,"male","Parula_americana","cov",8.22751851264636,0.504194964680432,-1.99445716036362,2.0572000211294,284.187032184135,0,"b"
"Parula_americana_c.Male.back",28.00376,0.0698348129675811,0.861990154711674,0.593434726335123,"male","Parula_americana","back",8.00785091741138,2.07159747465935,10.6885718633691,10.8874737462563,79.0312556283608,0,"c"
"Parula_americana_c.Male.belly",68.61167,0.171101421446384,0.159183287645335,1.24544069683738,"male","Parula_americana","belly",16.2440793111566,2.59089856559272,-0.14126667955866,2.59474693408508,356.879083546454,0,"c"
"Parula_americana_c.Male.crown",25.05228,0.0624745137157107,-0.34184068058778,2.62963474863577,"male","Parula_americana","crown",5.26022200287293,-0.164673679430571,-1.98269232349557,1.98951910529793,265.252162481413,0,"c"
"Parula_americana_c.Male.tail",29.55654,0.0737070822942643,0.0495276997702324,1.37564495819302,"male","Parula_americana","tail",6.22150389686731,0.653737294128848,-1.09671651964593,1.27677702603047,300.79857521367,0,"c"
"Parula_americana_c.Male.throat",44.43706,0.110815610972569,0.821492100031391,0.585733570066526,"male","Parula_americana","throat",12.1740806636032,4.30753844038234,14.5702089496759,15.1936130085173,73.5302062576581,0,"c"
"Parula_americana_c.Male.wing_cov",40.90059,0.101996483790524,-0.106141797197032,2.19578596000746,"male","Parula_americana","cov",8.59758494678923,0.200025021529909,-2.25787966668417,2.2667224352496,275.062603039732,0,"c"
"Parula_americana_d.Female.back",30.91221,0.0770878054862843,0.678533847772711,0.617963359698445,"female","Parula_americana","back",7.95936815780895,1.5697594431939,7.22750364067121,7.39600930133352,77.7461044219855,0,"d"
"Parula_americana_d.Female.belly",91.55092,0.228306533665835,0.182236936807255,1.18600333492919,"female","Parula_americana","belly",21.4455683678133,3.3494361635969,0.682778225603642,3.41831957537167,11.5218079343859,0,"d"
"Parula_americana_d.Female.crown",19.25746,0.0480235910224439,0.117381489841986,1.18113569180257,"female","Parula_americana","crown",4.22578906199508,0.555321349285792,-0.283541405049437,0.623520271803573,332.951608008576,0,"d"
"Parula_americana_d.Female.tail",29.48731,0.0735344389027431,-0.0372507869884574,1.73760879526779,"female","Parula_americana","tail",6.4791427011318,0.151595411235078,-1.33300415661175,1.34159653035171,276.488066746027,0,"d"
"Parula_americana_d.Female.throat",34.486,0.086,0.934946498054475,0.588911172089143,"female","Parula_americana","throat",10.2462688584907,3.77123488913125,15.1944675463399,15.6554800822516,76.0609768657241,0,"d"
"Parula_americana_d.Female.wing_cov",36.29167,0.0905029177057357,-0.115814506539834,2.03362793421123,"female","Parula_americana","cov",7.67960472739446,0.169752616489549,-1.78081328123075,1.78888565688612,275.44515779842,0,"d"
"Parula_americana_e.Female.back",13.59479,0.0339022194513716,0.80413419179939,0.607584793429928,"female","Parula_americana","back",3.74786943578402,1.16893402854035,4.39865918844407,4.55133051086855,75.1177456703677,0,"e"
"Parula_americana_e.Female.belly",88.37724,0.220392119700748,0.193070023148148,1.19006259743762,"female","Parula_americana","belly",20.7829366567556,3.56107397833955,0.329413848269622,3.5762775846736,5.28505249459127,0,"e"
"Parula_americana_e.Female.crown",20.46621,0.0510379301745636,0.130072051573758,1.08639608869635,"female","Parula_americana","crown",4.53493746340445,0.374555608579075,0.276628909059773,0.465634467415849,36.4478070450564,0,"e"
"Parula_americana_e.Female.tail",26.98315,0.0672896508728179,0.30367816091954,0.392630499659393,"female","Parula_americana","tail",5.5448129180162,1.51765699653042,-0.116360173940122,1.5221111816149,355.615656871722,0,"e"
"Parula_americana_e.Female.throat",63.76494,0.159014812967581,0.757442780932714,0.543500745820915,"female","Parula_americana","throat",16.8032624609572,3.27887570548802,18.6725852044624,18.9582822035634,80.0404920160987,0,"e"
"Parula_americana_e.Female.wing_cov",37.3879,0.0932366583541147,0.078407224958949,1.18289230850913,"female","Parula_americana","cov",7.90079062520498,0.779948651157825,-0.772965577067075,1.09808728331292,315.25764331951,0,"e"
"Parula_americana_f.Female.back",26.82236,0.0668886783042394,0.5775390625,0.776012619423918,"female","Parula_americana","back",6.81588695048392,1.33294784835383,4.37133892687486,4.57004966931898,73.0420178789024,0,"f"
"Parula_americana_f.Female.belly",116.97098,0.291698204488778,0.352404170340785,1.04995579892579,"female","Parula_americana","belly",29.4686526762366,4.03728018976146,9.48754285294079,10.3108244440989,66.9485563652212,0,"f"
"Parula_americana_f.Female.crown",21.81811,0.0544092518703242,0.0139484978540772,1.47478780254126,"female","Parula_americana","crown",5.17657962686401,0.175048652812787,-0.0378315334060297,0.179090077255618,347.804792147059,0,"f"
"Parula_americana_f.Female.tail",30.20418,0.075322144638404,0.358644196174967,0.686526760692089,"female","Parula_americana","tail",6.55544167001431,1.84265261501351,0.486822971362322,1.90587650834522,14.7992196016176,0,"f"
"Parula_americana_f.Female.throat",56.49289,0.140880024937656,0.925949234319278,0.648229623751396,"female","Parula_americana","throat",17.3141682837653,6.43771275033095,25.2059818591222,26.0151045921052,75.6727071535901,0,"f"
"Parula_americana_f.Female.wing_cov",33.95805,0.0846834164588529,0.268256054064201,0.935265486593475,"female","Parula_americana","cov",7.49101580435456,1.30711324973914,0.302227274837696,1.34159843966048,13.01899209089,0,"f"
"Parula_gutturalis_a.Male.back",12.51408,0.0312071820448878,-0.00970285021224987,1.50521983281894,"male","Parula_gutturalis","back",2.95993305332064,0.373225748721978,-0.278354389977031,0.465594916132647,323.284165048318,0,"a"
"Parula_gutturalis_a.Male.belly",104.53104,0.260675910224439,0.0949669480986977,1.34575794457746,"male","Parula_gutturalis","belly",24.3336633508114,3.56329715895456,-1.89428600569047,4.03551807261081,332.00442145915,0,"a"
"Parula_gutturalis_a.Male.crown",17.94687,0.0447552867830424,0.00212314225053085,1.46711749509578,"male","Parula_gutturalis","crown",4.03297154153266,0.576937997852495,-0.53234059167806,0.785012075648644,317.30227805559,0,"a"
"Parula_gutturalis_a.Male.tail",38.61781,0.0963037655860349,0.136976451554916,1.13755190920535,"male","Parula_gutturalis","tail",8.2539060072392,1.39887515928708,-1.01997927299236,1.73124505157544,323.902621593651,0,"a"
"Parula_gutturalis_a.Male.throat",61.29552,0.152856658354115,0.868027210884354,0.358177237207364,"male","Parula_gutturalis","throat",15.1240050880546,17.7827187083338,19.0080140024627,26.0294003192072,46.9074996489805,0,"a"
"Parula_gutturalis_a.Male.wing_cov",45.76052,0.114116009975062,0.0481947394216631,1.41776277741879,"male","Parula_gutturalis","cov",9.70401169735849,1.45753225524903,-1.80887434818272,2.32302102500274,308.86073991316,0,"a"
"Parula_gutturalis_b.Male.back",7.60625,0.0189682044887781,-0.0786516853932584,1.607366614644,"male","Parula_gutturalis","back",1.86899795331569,0.21485512093064,-0.169669517909032,0.273770831714417,321.70210756494,0,"b"
"Parula_gutturalis_b.Male.belly",81.40242,0.20299855361596,0.0772651957791924,1.33358579680779,"male","Parula_gutturalis","belly",18.3567391966781,2.83110564284178,-1.92908151142157,3.42585969336736,325.729950740463,0,"b"
"Parula_gutturalis_b.Male.crown",20.64219,0.051476783042394,-0.107085346215781,1.71467715222266,"male","Parula_gutturalis","crown",4.58542216847021,0.444481576315353,-0.880164959464302,0.986029526714377,296.793685988344,0,"b"
"Parula_gutturalis_b.Male.tail",32.8164,0.0818364089775561,0.158539159805784,0.940281110715846,"male","Parula_gutturalis","tail",6.94085467839994,1.26789977678676,-0.713005413021273,1.45462935587508,330.648707777831,0,"b"
"Parula_gutturalis_b.Male.throat",55.38665,0.138121321695761,0.856133964324718,0.325857256776933,"male","Parula_gutturalis","throat",13.2875917733823,15.7765031363963,16.0591368666834,22.5120840464758,45.5086530210904,0,"b"
"Parula_gutturalis_b.Male.wing_cov",39.73452,0.099088578553616,0.00486286714646956,1.53518210300819,"male","Parula_gutturalis","cov",8.47186870380979,1.17518014033285,-1.68859965702151,2.0572839288552,304.835968770002,0,"b"
"Parula_gutturalis_c.Male.back",12.71444,0.0317068329177057,-0.0422180214240706,1.60257657037502,"male","Parula_gutturalis","back",2.82521054478566,0.357397001438386,-0.438853076444701,0.565972295560594,309.158983186322,0,"c"
"Parula_gutturalis_c.Male.belly",78.9909,0.196984788029925,0.043993077693779,1.42035360447768,"male","Parula_gutturalis","belly",18.0560904020381,2.44403526915724,-2.21424125548386,3.29790429430134,317.824126636293,0,"c"
"Parula_gutturalis_c.Male.crown",10.08824,0.0251577057356608,-0.197457627118644,1.63194341426267,"male","Parula_gutturalis","crown",2.42540817950089,0.294629223971526,-0.297770286797283,0.418895599544087,314.696205089137,0,"c"
"Parula_gutturalis_c.Male.tail",29.54907,0.0736884538653367,0.214811510149453,0.788308503516842,"male","Parula_gutturalis","tail",6.22303931373164,1.2422363814607,-0.476713506719684,1.3305664188283,339.005481946483,0,"c"
"Parula_gutturalis_c.Male.throat",68.22461,0.170136184538653,0.912972085385878,0.318746164987088,"male","Parula_gutturalis","throat",16.5959040802348,25.0486435573247,22.9829681959667,33.9948727186722,42.5374219506097,0,"c"
"Parula_gutturalis_c.Male.wing_cov",33.431,0.0833690773067332,-0.0395049976201807,1.63671929925597,"male","Parula_gutturalis","cov",7.15159969550118,0.995378478538395,-1.51710349753814,1.81449203298881,303.269061793072,0,"c"
"Parula_gutturalis_d.Female.back",9.26127,0.0230954364089776,0.0413026211278792,1.43420059108999,"female","Parula_gutturalis","back",2.22785537609156,0.318530513448018,-0.0753402529286018,0.327319174062265,346.692703834449,0,"d"
"Parula_gutturalis_d.Female.belly",134.24749,0.334781770573566,0.073182173573104,1.37519780214888,"female","Parula_gutturalis","belly",30.9367209428961,4.20989220690351,-3.02506999466745,5.18403712046743,324.300398854143,0,"d"
