"rowname","B1","B2","S9","H4","sex","species","body_region","L","a","b","C","h","carotenoid","indiv_rep"
"Dendroica_discolor_f.Female.wing_cov",51.51352,0.128462643391521,0.6257824933687,0.518637435113879,"female","Dendroica_discolor","cov",12.2529614312087,2.84225545509179,8.72516656556688,9.17643436574823,71.9567877860444,0,"f"
"Dendroica_fusca_a.Male.back",8.17279,0.0203810224438903,0.237190082644628,0.947993308977623,"male","Dendroica_fusca","back",1.74980805433748,0.186261446564334,-0.0287772961322097,0.18847137514466,351.217274152277,0,"a"
"Dendroica_fusca_a.Male.belly",108.76,0.271221945137157,0.42395306028532,0.805419844632961,"male","Dendroica_fusca","belly",26.1472924744601,4.70499898022017,11.7452569649366,12.6525916940469,68.1695954778838,0,"a"
"Dendroica_fusca_a.Male.crown",6.48089,0.0161618204488778,0.00887198986058288,-1.98268614368962,"male","Dendroica_fusca","crown",1.30146419026223,0.131560762755834,-0.27457863599295,0.304469475712502,295.600801565297,0,"a"
"Dendroica_fusca_a.Male.tail",27.12584,0.0676454862842893,0.327828609685338,0.300618788530565,"male","Dendroica_fusca","tail",5.52645845306825,1.54390057091378,-0.0334911588751874,1.54426378271029,358.757302649646,0,"a"
"Dendroica_fusca_a.Male.throat",56.56161,0.141051396508728,0.910747695932368,0.324612358361119,"male","Dendroica_fusca","throat",14.0883708440504,16.8996274439331,19.7449162656191,25.989596497061,49.4398590073446,0,"a"
"Dendroica_fusca_a.Male.wing_cov",157.04306,0.391628578553616,0.0672300469483568,1.27980500517168,"male","Dendroica_fusca","cov",34.1841811649546,5.22508315264153,-4.05459531074498,6.61371583044914,322.189010868099,0,"a"
"Dendroica_fusca_b.Male.back",10.61931,0.0264820698254364,0.272616879174256,0.458949160407667,"male","Dendroica_fusca","back",2.19305758507579,0.424335234613937,-0.0683639391120261,0.429806956092823,350.847816514763,0,"b"
"Dendroica_fusca_b.Male.belly",96.25376,0.240034314214464,0.502120035831591,0.828526835508278,"male","Dendroica_fusca","belly",24.3897308449026,4.81904569181346,14.1071310984389,14.9075265959289,71.139652151803,0,"b"
"Dendroica_fusca_b.Male.crown",6.99578,0.0174458354114713,0.0908152734778122,1.41488704705863,"male","Dendroica_fusca","crown",1.44231665216743,0.132526060098309,-0.315806028331922,0.342485918157175,292.765057864376,0,"b"
"Dendroica_fusca_b.Male.tail",28.26948,0.0704974563591022,0.294337959903062,0.143413312614198,"male","Dendroica_fusca","tail",5.65846445140702,1.41876206578531,-0.397222187357216,1.47331981098479,344.35892160463,0,"b"
"Dendroica_fusca_b.Male.throat",59.88195,0.149331546134663,0.955359205359205,0.339588631793251,"male","Dendroica_fusca","throat",15.2361950602861,21.9260128301843,23.4491797612503,32.1031785047032,46.9225985380834,0,"b"
"Dendroica_fusca_b.Male.wing_cov",118.24484,0.294874912718204,0.00810828483619969,1.42931806030367,"male","Dendroica_fusca","cov",25.0309737653816,3.67133469826197,-4.89608032696626,6.11966510805684,306.864463259729,0,"b"
"Dendroica_fusca_c.Male.back",5.76182,0.0143686284289277,0.233031674208145,0.723930322264266,"male","Dendroica_fusca","back",1.18489397737376,0.121020914845005,-0.142840375847608,0.18721494278558,310.272800075546,0,"c"
"Dendroica_fusca_c.Male.belly",118.07831,0.294459625935162,0.520512444379248,0.779235129210149,"male","Dendroica_fusca","belly",29.5941932816251,5.40662294223185,18.0557329182128,18.847839739697,73.330155087437,1,"c"
"Dendroica_fusca_c.Male.crown",6.91374,0.017241246882793,0.0778947368421052,-0.715354087857044,"male","Dendroica_fusca","crown",1.35793819196025,0.166034708848073,-0.38245730274622,0.416942577540574,293.466924522003,0,"c"
"Dendroica_fusca_c.Male.tail",24.41425,0.0608834164588529,0.428444444444444,0.320806902354453,"male","Dendroica_fusca","tail",5.00444802988109,1.60029126239219,0.380288623212155,1.64485609140539,13.3676556822924,0,"c"
"Dendroica_fusca_c.Male.throat",75.10407,0.187291945137157,0.934614372203211,0.321714221671213,"male","Dendroica_fusca","throat",19.0551367100768,21.7118067594144,28.2700184618647,35.6454274289469,52.4751859288419,0,"c"
"Dendroica_fusca_c.Male.wing_cov",192.58157,0.480253291770574,0.0383110594615533,1.38030548398326,"male","Dendroica_fusca","cov",41.6304956758378,6.15528334907078,-6.76358877958333,9.1451433169007,312.304129231677,0,"c"
"Dendroica_fusca_d.Female.back",19.62048,0.0489288778054863,0.43765903307888,0.845266672749553,"female","Dendroica_fusca","back",4.71514828717094,1.11442047951632,1.6353010395263,1.97892458043282,55.7264594460381,0,"d"
"Dendroica_fusca_d.Female.belly",95.45297,0.238037331670823,0.410674259405101,0.934170337926899,"female","Dendroica_fusca","belly",23.7779782362648,4.5329791438295,9.16342951864929,10.2233233569934,63.6792487287916,0,"d"
"Dendroica_fusca_d.Female.crown",20.16506,0.0502869326683292,0.388285714285714,0.768199161249533,"female","Dendroica_fusca","crown",4.5861569008697,1.19217412143921,0.987054869624526,1.54775852492527,39.6228946212496,0,"d"
"Dendroica_fusca_d.Female.tail",27.30944,0.0681033416458853,0.468011527377522,0.418404718058026,"female","Dendroica_fusca","tail",5.75925689300893,2.18976851969588,1.00382423784712,2.40888963432126,24.6274639883711,0,"d"
"Dendroica_fusca_d.Female.throat",57.2964,0.142883790523691,0.933634512598626,0.48893331917992,"female","Dendroica_fusca","throat",15.981560767068,14.1893219582113,23.6104442066166,27.5461418944202,58.9951222715347,0,"d"
"Dendroica_fusca_d.Female.wing_cov",128.09475,0.319438279301746,0.176654788899687,1.12014378780926,"female","Dendroica_fusca","cov",29.4379788144809,4.6955938809376,1.83830350629521,5.04261456745961,21.3801156630559,0,"d"
"Dendroica_fusca_e.Female.back",26.8985,0.0670785536159601,0.37027027027027,0.895071454175483,"female","Dendroica_fusca","back",6.3950363802056,1.31069959346392,1.94749778793735,2.34748398467963,56.0587663119719,0,"e"
"Dendroica_fusca_e.Female.belly",123.5512,0.308107730673317,0.498031307020071,0.780410216242315,"female","Dendroica_fusca","belly",30.6700551775301,5.79350172326756,17.7221362708402,18.6450737788761,71.897036097136,1,"e"
"Dendroica_fusca_e.Female.crown",18.33364,0.0457198004987531,0.649017038007864,0.73119724590099,"female","Dendroica_fusca","crown",4.79369513263423,1.66329064907406,3.71828428714299,4.07334921450539,65.8997212629949,0,"e"
"Dendroica_fusca_e.Female.tail",21.94187,0.0547178802992519,0.315761016490944,0.385664636593198,"female","Dendroica_fusca","tail",4.4819640349078,1.17317386952115,-0.311879236146229,1.21392157327662,345.11268897858,0,"e"
"Dendroica_fusca_e.Female.throat",62.89772,0.15685216957606,0.93286129725629,0.445566724565777,"female","Dendroica_fusca","throat",17.3080539300063,15.151461214009,25.8000284775969,29.9200308550046,59.5757625296236,0,"e"
"Dendroica_fusca_e.Female.wing_cov",131.97836,0.329123092269327,0.0816852024324769,1.32002694383664,"female","Dendroica_fusca","cov",29.6057954356282,4.08234332283153,-2.38355201546159,4.7272452036972,329.720686636736,0,"e"
"Dendroica_fusca_f.Female.back",28.01698,0.0698677805486284,0.314038589487691,0.868842896490247,"female","Dendroica_fusca","back",6.34424689834084,1.34511927011235,0.979256813538942,1.66381782587218,36.0548961486757,0,"f"
"Dendroica_fusca_f.Female.belly",117.29187,0.292498428927681,0.406223980016653,0.897976405178585,"female","Dendroica_fusca","belly",28.7051077524138,4.65551913618162,11.7616393964843,12.6495066986932,68.4052361744559,0,"f"
"Dendroica_fusca_f.Female.crown",29.55298,0.073698204488778,0.650457951706911,0.727724049853346,"female","Dendroica_fusca","crown",7.78067316419592,2.42858802982873,6.30353928077337,6.75519409661042,68.9296371739565,0,"f"
"Dendroica_fusca_f.Female.tail",26.76094,0.0667355112219451,0.395543744889616,0.46961532009461,"female","Dendroica_fusca","tail",5.60126252812072,1.84149295369015,0.317948428814552,1.86873954896773,9.79599271303237,0,"f"
"Dendroica_fusca_f.Female.throat",66.8718,0.166762593516209,0.796049743964887,0.51596347775938,"female","Dendroica_fusca","throat",17.6939236460814,7.90187082819027,20.6175958267106,22.0799642268505,69.0302401895151,0,"f"
"Dendroica_fusca_f.Female.wing_cov",98.66618,0.246050324189526,0.207520228462637,1.08992450241913,"female","Dendroica_fusca","cov",22.569650893958,3.55797277751008,1.49812665095234,3.86051210952594,22.8341035135308,0,"f"
"Dendroica_graciae_a.Male.back",14.1012,0.0351650872817955,0.312816517335411,1.17340339561626,"male","Dendroica_graciae","back",3.14913184984087,0.63175062947507,-0.21033813133281,0.665846068798732,341.585085078941,0,"a"
"Dendroica_graciae_a.Male.belly",99.49914,0.24812753117207,0.13485903814262,1.31583780233125,"male","Dendroica_graciae","belly",23.2874310428281,3.28885674503676,-1.28041503933396,3.5293117405985,338.728082026079,0,"a"
"Dendroica_graciae_a.Male.crown",19.70485,0.0491392768079801,0.208455284552846,1.22019354113433,"male","Dendroica_graciae","crown",4.30041177370563,0.723974099541419,-0.414022779370748,0.833998416452146,330.235834739085,0,"a"
"Dendroica_graciae_a.Male.tail",25.0819,0.0625483790523691,0.310400741255501,0.821508163573255,"male","Dendroica_graciae","tail",5.34671951824968,1.16187586624072,-0.256361342158729,1.18982211540468,347.557372215197,0,"a"
"Dendroica_graciae_a.Male.throat",54.35331,0.135544413965087,0.918697205977908,0.580209658581888,"male","Dendroica_graciae","throat",15.9519047132449,5.12603095529973,23.1609276058714,23.7213987976912,77.5203341542173,0,"a"
"Dendroica_graciae_a.Male.wing_cov",20.31414,0.0506587032418953,0.222117794486215,1.1017134552596,"male","Dendroica_graciae","cov",4.37391903791173,0.772628579564782,-0.455366425393622,0.896835271014727,329.486050587872,0,"a"
"Dendroica_graciae_b.Male.back",23.88177,0.059555536159601,0.210143042912874,1.22066329828422,"male","Dendroica_graciae","back",5.38511322319461,0.958910904082511,-0.387340973460604,1.03418719373707,338.004324126631,0,"b"
"Dendroica_graciae_b.Male.belly",90.40916,0.225459251870324,0.106882959369315,1.3433837983174,"male","Dendroica_graciae","belly",20.6912775222787,2.88033468247337,-1.86015308214516,3.42877490834162,327.145163338724,0,"b"
"Dendroica_graciae_b.Male.crown",9.60185,0.0239447630922693,0.377130291368884,1.08780884448837,"male","Dendroica_graciae","crown",2.19493248998707,0.412334114006652,0.0783657416502104,0.419714916387347,10.7609524183268,0,"b"
"Dendroica_graciae_b.Male.tail",12.39439,0.0309087032418953,0.381997313031796,0.291526705064169,"male","Dendroica_graciae","tail",2.53558086729195,0.712222148394476,-0.0325586046208692,0.712965953884546,357.382596443817,0,"b"
"Dendroica_graciae_b.Male.throat",52.75275,0.131552992518703,0.94665819971424,0.583715143916509,"male","Dendroica_graciae","throat",15.8513769025518,5.94831034388843,24.1472098425139,24.8690598761917,76.1615464914419,0,"b"
"Dendroica_graciae_b.Male.wing_cov",21.77939,0.0543126932668329,0.233546884100175,0.978918044398484,"male","Dendroica_graciae","cov",4.62933454258339,0.88976967343446,-0.437410857579257,0.991472808548921,333.821264194989,0,"b"
"Dendroica_graciae_c.Male.back",22.39485,0.055847506234414,0.339012345679012,0.963138480464491,"male","Dendroica_graciae","back",4.9720788127217,1.10147804594202,0.0191419592654452,1.10164436198656,0.995610481254985,0,"c"
"Dendroica_graciae_c.Male.belly",87.07304,0.217139750623441,0.183518156120896,1.24812039252498,"male","Dendroica_graciae","belly",20.8112751578678,3.27562216314414,0.10885093274815,3.2774302557402,1.90327350888613,0,"c"
"Dendroica_graciae_c.Male.crown",10.86611,0.0270975311720698,0.374391431353457,1.08756192067191,"male","Dendroica_graciae","crown",2.62485948175483,0.5839002787629,0.357910464199918,0.684864538374701,31.5068416684744,0,"c"
"Dendroica_graciae_c.Male.tail",19.25035,0.0480058603491272,0.358868591632292,0.426301675154255,"male","Dendroica_graciae","tail",3.99116012303062,1.02564217811671,-0.0182305986784481,1.02580418806913,358.981685425576,0,"c"
"Dendroica_graciae_c.Male.throat",61.57004,0.153541246882793,0.938511326860841,0.570515341628142,"male","Dendroica_graciae","throat",18.2742078450363,8.50908464326713,27.4539980834289,28.7424169518014,72.7797145299159,0,"c"
"Dendroica_graciae_c.Male.wing_cov",30.09852,0.0750586533665835,0.35820348304308,0.923498354038646,"male","Dendroica_graciae","cov",6.88427434845198,1.7160657750194,0.711284201630025,1.85763477564385,22.5132927279306,0,"c"
"Dendroica_graciae_d.Female.back",21.25695,0.0530098503740648,0.398954703832753,0.89077857961627,"female","Dendroica_graciae","back",4.85596609855661,1.30665174232117,0.577709362691137,1.42866612035561,23.851638497069,0,"d"
"Dendroica_graciae_d.Female.belly",81.65716,0.203633815461347,0.137553506750082,1.28985700820184,"female","Dendroica_graciae","belly",18.6905431558631,2.72826413906704,-1.15661393872329,2.96330575806282,337.026082681823,0,"d"
"Dendroica_graciae_d.Female.crown",11.06455,0.0275923940149626,0.426438296003513,0.967185889516713,"female","Dendroica_graciae","crown",2.53905855016102,0.625878788539092,0.214948926175129,0.66176075647246,18.9542853647894,0,"d"
"Dendroica_graciae_d.Female.tail",21.85859,0.0545101995012469,0.416727096930143,0.466203923646544,"female","Dendroica_graciae","tail",4.56890481198518,1.39034386921394,0.193307463676295,1.40371786701379,7.91541624005636,0,"d"
"Dendroica_graciae_d.Female.throat",60.19405,0.150109850374065,0.943116033224264,0.561073712239391,"female","Dendroica_graciae","throat",17.7947708970148,10.0187155065788,26.8581991041802,28.6659644791789,69.5433474283142,0,"d"
"Dendroica_graciae_d.Female.wing_cov",24.17963,0.0602983291770574,0.351805012646585,0.797172591382574,"female","Dendroica_graciae","cov",5.22284372327474,1.28458642622314,0.0165862964756625,1.28469350106067,0.739749355015481,0,"d"
"Dendroica_graciae_e.Female.back",32.86067,0.0819468079800499,0.3635,0.854511988806269,"female","Dendroica_graciae","back",7.2922675715068,1.96546057108671,0.382741650572893,2.00238019056815,11.0195161082011,0,"e"
"Dendroica_graciae_e.Female.belly",76.76587,0.19143608478803,0.249764447236181,1.17426832466898,"female","Dendroica_graciae","belly",18.6385076454391,2.93260025062525,1.58699657799105,3.3344718275197,28.4203376438461,0,"e"
"Dendroica_graciae_e.Female.crown",7.02826,0.0175268329177057,0.412552891396333,1.07702075883164,"female","Dendroica_graciae","crown",1.6343270883054,0.369552441839699,0.103493133945254,0.3837705512979,15.6448990026623,0,"e"
"Dendroica_graciae_e.Female.tail",23.13785,0.0577003740648379,0.376385542168675,0.418447859383776,"female","Dendroica_graciae","tail",4.78610566611081,1.3724608373826,0.0327207850903122,1.37285082945157,1.36572771940125,0,"e"
"Dendroica_graciae_e.Female.throat",61.58975,0.153590399002494,0.899964825888146,0.57803920304087,"female","Dendroica_graciae","throat",17.7464684452264,6.37996738331786,24.7599351981092,25.5686991226923,75.5507381630244,0,"e"
"Dendroica_graciae_e.Female.wing_cov",27.05514,0.0674691770573566,0.380732099758648,0.775148596650891,"female","Dendroica_graciae","cov",5.94888255552015,1.5779188473837,0.453757587887293,1.6418659620974,16.0434956466199,0,"e"
"Dendroica_graciae_f.Female.back",27.23041,0.067906259351621,0.407598319969454,0.817538769821446,"female","Dendroica_graciae","back",6.06938579273184,1.69408757595718,0.540694741170356,1.77828105712842,17.7013023816185,0,"f"
"Dendroica_graciae_f.Female.belly",59.84984,0.149251471321696,0.298870381007084,1.14659269781841,"female","Dendroica_graciae","belly",14.9685298596351,2.65364181202474,2.33556005723962,3.53506091142699,41.3520998642691,0,"f"
"Dendroica_graciae_f.Female.crown",21.74073,0.0542162842892768,0.431514602671496,0.794664136892014,"female","Dendroica_graciae","crown",4.79291325751348,1.40187761529256,0.304483551871626,1.43456302810951,12.2541405009562,0,"f"
"Dendroica_graciae_f.Female.tail",20.77718,0.0518134164588529,0.443179004704135,0.405977205705594,"female","Dendroica_graciae","tail",4.32098323943598,1.32771730178352,0.288225750500526,1.35864171756461,12.2479421510485,0,"f"
"Dendroica_graciae_f.Female.throat",78.10358,0.194772019950125,0.80196369025565,0.599920949399354,"female","Dendroica_graciae","throat",21.3282053135482,5.67751721788967,24.8278207182895,25.4687039988092,77.1193254133718,1,"f"
"Dendroica_graciae_f.Female.wing_cov",24.79707,0.0618380798004988,0.344254730041532,0.721106242577105,"female","Dendroica_graciae","cov",5.31251381710278,1.38747186220714,0.0474928545602937,1.38828445919805,1.96045640815994,0,"f"
"Dendroica_magnolia_a.Male.back",5.90723,0.014731246882793,0.354166666666667,-1.10227798284105,"male","Dendroica_magnolia","back",1.14007125273613,0.157904003963705,-0.169384939263106,0.23157057696723,312.990951016186,0,"a"
"Dendroica_magnolia_a.Male.belly",113.23124,0.28237216957606,0.873062828380944,0.535159105745763,"male","Dendroica_magnolia","belly",31.1004349391663,5.5884940065179,41.0495768731807,41.4282394838118,82.247407542612,1,"a"
"Dendroica_magnolia_a.Male.crown",18.4315,0.0459638403990025,0.0543967280163598,1.47647897192405,"male","Dendroica_magnolia","crown",3.87622592289583,0.560165112220429,-0.770834360291406,0.952874894178027,306.00589427314,0,"a"
"Dendroica_magnolia_a.Male.tail",21.76675,0.0542811720698254,0.204669011832427,-0.770495526616564,"male","Dendroica_magnolia","tail",4.26183705778064,0.699433537744015,-0.691468071966461,0.983532088073452,315.328119960818,0,"a"
"Dendroica_magnolia_a.Male.throat",45.78007,0.114164763092269,0.932534037797196,0.531407206088355,"male","Dendroica_magnolia","throat",13.1259497331702,3.67167580327898,19.3454821353835,19.690832441896,79.2533696675685,0,"a"
"Dendroica_magnolia_a.Male.wing_cov",79.0593,0.19715536159601,0.0837505689576696,1.32472908942474,"male","Dendroica_magnolia","cov",17.4523948477537,2.50154787908421,-2.03446286585635,3.22440396723164,320.879176572283,0,"a"
"Dendroica_magnolia_b.Male.back",12.81078,0.0319470822942643,0.250681198910082,-0.405723724196955,"male","Dendroica_magnolia","back",2.55284467700718,0.40310356334769,-0.103827582974003,0.416260314911028,345.556247222344,0,"b"
"Dendroica_magnolia_b.Male.belly",112.29826,0.280045536159601,0.693405511811024,0.621891903119261,"male","Dendroica_magnolia","belly",28.9657931421712,4.27191241195404,26.9169363683858,27.2538198995139,80.9819590048359,1,"b"
"Dendroica_magnolia_b.Male.crown",22.29783,0.0556055610972569,0.0984421610871727,1.24142471161063,"male","Dendroica_magnolia","crown",4.67427592743644,0.674695360959321,-0.714725612421085,0.982876661209698,313.349722493399,0,"b"
"Dendroica_magnolia_b.Male.tail",11.7833,0.0293847880299252,0.338110403397028,-0.243318710718438,"male","Dendroica_magnolia","tail",2.30812101758862,0.610532960615418,-0.0986525706279662,0.61845195907955,350.821234415097,0,"b"
"Dendroica_magnolia_b.Male.throat",69.79342,0.174048428927681,0.875232242389596,0.535718730052083,"male","Dendroica_magnolia","throat",19.1977305492476,3.76654063124982,25.421761156003,25.699275643483,81.5722507227105,0,"b"
"Dendroica_magnolia_b.Male.wing_cov",122.09564,0.304477905236908,0.0330782522833867,1.40681153272096,"male","Dendroica_magnolia","cov",26.0601706748782,3.71653261073523,-4.7962062215558,6.06763617616853,307.771749324032,0,"b"
"Dendroica_magnolia_c.Male.back",4.5906,0.0114478802992519,0.360892388451444,-0.61887225015812,"male","Dendroica_magnolia","back",0.915336927726545,0.199047421631099,-0.006401018915414,0.199150317853485,358.158102134387,0,"c"
"Dendroica_magnolia_c.Male.belly",63.74223,0.158958179551122,0.901708469647401,0.596026480490736,"male","Dendroica_magnolia","belly",18.3589385462238,3.88361324748926,25.4200265624405,25.7149801145413,81.3136496515679,0,"c"
"Dendroica_magnolia_c.Male.crown",11.98652,0.0298915710723192,0.0945783132530121,1.39103307027905,"male","Dendroica_magnolia","crown",2.69020933825314,0.328031599599043,-0.242521191150369,0.407947617338919,323.523644126615,0,"c"
"Dendroica_magnolia_c.Male.tail",21.71834,0.0541604488778055,0.273273273273273,-0.0102466291143831,"male","Dendroica_magnolia","tail",4.33234282179306,1.04028795460356,-0.318454419947212,1.08793944963733,342.979528591587,0,"c"
"Dendroica_magnolia_c.Male.throat",75.68359,0.188737132169576,0.898617213750323,0.521611265852678,"male","Dendroica_magnolia","throat",21.0382118198771,4.39605506615717,29.1897358471284,29.5189088377233,81.4354611834832,1,"c"
"Dendroica_magnolia_c.Male.wing_cov",125.38989,0.312692992518703,0.0559359405825692,1.34781113515622,"male","Dendroica_magnolia","cov",27.2290262628112,4.03910531550894,-4.3671590325377,5.94865108787263,312.765171356285,0,"c"
"Dendroica_magnolia_d.Female.back",15.13843,0.0377516957605985,0.456112224448898,0.358432240356618,"female","Dendroica_magnolia","back",3.28445255927384,0.690324226306355,1.12586002281445,1.32064693555743,58.4853396483684,0,"d"
"Dendroica_magnolia_d.Female.belly",61.17086,0.15254578553616,0.938090025995348,0.606640826885201,"female","Dendroica_magnolia","belly",18.3157121371176,5.9394102616267,27.1330694799519,27.7755297638013,77.6527486617132,0,"d"
"Dendroica_magnolia_d.Female.crown",16.98996,0.0423689775561097,0.32479249368459,0.870435236216526,"female","Dendroica_magnolia","crown",3.84283529320055,0.820178552895789,0.509643106423652,0.965623609153888,31.8560192903852,0,"d"
"Dendroica_magnolia_d.Female.tail",34.8057,0.0867972568578554,0.31124322433992,0.514717368724424,"female","Dendroica_magnolia","tail",7.25075041805369,1.87092802702543,-0.0939739751719126,1.87328662791333,357.124533446391,0,"d"
"Dendroica_magnolia_d.Female.throat",49.19735,0.122686658354115,0.950576450576451,0.5197740359936,"female","Dendroica_magnolia","throat",14.1277344821901,3.5807886019934,21.3723539098986,21.6702459298948,80.4888307656488,0,"d"
"Dendroica_magnolia_d.Female.wing_cov",15.61282,0.0389347132169576,0.416849015317287,0.564930210130225,"female","Dendroica_magnolia","cov",3.3735857047962,1.00516559295619,0.539935605737785,1.14100321104123,28.2429513031111,0,"d"
"Dendroica_magnolia_e.Female.back",21.33882,0.0532140149625935,0.442472460220318,0.614344306322658,"female","Dendroica_magnolia","back",4.94729608591329,0.761019624842957,2.30300770726172,2.42548868665739,71.7140700785772,0,"e"
"Dendroica_magnolia_e.Female.belly",71.68422,0.178763640897756,0.849316987740806,0.55396875699416,"female","Dendroica_magnolia","belly",19.5124797680771,3.64656077524103,24.4906710498631,24.7606618239523,81.5311120107073,0,"e"
"Dendroica_magnolia_e.Female.crown",15.56147,0.0388066583541147,0.22046908315565,0.986632423041523,"female","Dendroica_magnolia","crown",3.38479531793719,0.572830635222343,-0.0805373919085528,0.57846452626299,351.996930330974,0,"e"
"Dendroica_magnolia_e.Female.tail",20.22422,0.050434463840399,0.413007683863886,-0.106220164728843,"female","Dendroica_magnolia","tail",3.95798979393156,1.19961210936076,-0.0342684064851828,1.20010146929666,358.363720043941,0,"e"
"Dendroica_magnolia_e.Female.throat",62.50815,0.155880673316708,0.888377992706517,0.487980206838622,"female","Dendroica_magnolia","throat",17.0453861462922,4.04537464386984,23.2627099570734,23.6118345444861,80.1349438381769,0,"e"
"Dendroica_magnolia_e.Female.wing_cov",41.8197,0.104288528678304,0.338099957525131,0.691636550779934,"female","Dendroica_magnolia","cov",9.01056597008508,2.30660293719737,0.493824385088548,2.35887253432558,12.0841247076761,0,"e"
"Dendroica_magnolia_f.Female.back",25.54482,0.0637027930174564,0.613822894168467,0.599628736885314,"female","Dendroica_magnolia","back",6.18397261412215,1.13670985665518,4.25956699354096,4.40863020343969,75.05821883808,0,"f"
"Dendroica_magnolia_f.Female.belly",62.60629,0.156125411471322,0.92171219374824,0.585027329344785,"female","Dendroica_magnolia","belly",18.2750686593625,4.94074417967505,26.3670692242348,26.8259816693552,79.3868131410111,0,"f"
"Dendroica_magnolia_f.Female.crown",24.49681,0.0610893017456359,0.345868263473054,0.75929827231188,"female","Dendroica_magnolia","crown",5.36521432988693,1.34333274521989,0.434331843407465,1.41180275342476,17.9172699673695,0,"f"
"Dendroica_magnolia_f.Female.tail",27.06193,0.0674861097256858,0.278896882494005,-0.465781812115457,"female","Dendroica_magnolia","tail",5.26949426414798,1.13085694162851,-0.588171039097307,1.27466960176439,332.520566251708,0,"f"
"Dendroica_magnolia_f.Female.throat",68.54928,0.170945835411471,0.860533041255933,0.569559237265522,"female","Dendroica_magnolia","throat",18.989040055942,3.50298494855891,24.5127764534901,24.7618075472815,81.8672411184019,0,"f"
"Dendroica_magnolia_f.Female.wing_cov",22.8276,0.0569266832917706,0.358852933438569,0.458936486407553,"female","Dendroica_magnolia","cov",4.79750461538735,1.36868751392308,0.389962583564329,1.42315716888512,15.9031629512034,0,"f"
"Dendroica_nigrescens_a.Male.back",36.0217,0.0898296758104738,0.0423549343498517,1.33259005706479,"male","Dendroica_nigrescens","back",7.53390227765956,1.15027591381961,-1.37105468045551,1.78967192935255,309.995694378431,0,"a"
"Dendroica_nigrescens_a.Male.belly",104.74986,0.261221596009975,0.115348462468108,1.28450977235377,"male","Dendroica_nigrescens","belly",23.582614148467,3.04481587045796,-1.48940878210974,3.38957847013729,333.933868021784,0,"a"
"Dendroica_nigrescens_a.Male.crown",5.83705,0.0145562344139651,0.258128078817734,2.69325761643991,"male","Dendroica_nigrescens","crown",1.21824162458547,0.113644581485328,-0.299550434891827,0.320383448300404,290.77593376565,0,"a"
"Dendroica_nigrescens_a.Male.tail",26.51328,0.0661179052369077,0.1899214991137,0.347594222814754,"male","Dendroica_nigrescens","tail",5.37207462085143,0.97064776462874,-0.866201538275213,1.30094665066986,318.254426387981,0,"a"
"Dendroica_nigrescens_a.Male.throat",3.53003,0.00880306733167082,0.415167095115681,2.59217261076631,"male","Dendroica_nigrescens","throat",0.783432539381109,0.0253734816378637,-0.133701286216759,0.136087646413782,280.745656578124,0,"a"
"Dendroica_nigrescens_a.Male.wing_cov",19.89072,0.0496027930174564,0.240608808290156,0.0445411693686513,"male","Dendroica_nigrescens","cov",3.98812909530156,0.811248442157408,-0.584855387430028,1.00008992551108,324.210940131002,0,"a"
"Dendroica_nigrescens_b.Male.back",20.02462,0.0499367082294264,0.14124487004104,1.30283804299862,"male","Dendroica_nigrescens","back",4.33339949236656,0.624681341997863,-0.472219290290954,0.783082267174492,322.913042637511,0,"b"
"Dendroica_nigrescens_b.Male.belly",142.78036,0.356060748129676,0.0604051183753821,1.37512803140166,"male","Dendroica_nigrescens","belly",31.0826799551234,3.89031188382655,-4.20023734593583,5.72507819297135,312.806237607389,0,"b"
"Dendroica_nigrescens_b.Male.crown",6.12499,0.015274289276808,0.205882352941177,-2.55140194500963,"male","Dendroica_nigrescens","crown",1.21497548983962,0.0873218158460587,-0.409207070573181,0.418420274520412,282.045830398633,0,"b"
"Dendroica_nigrescens_b.Male.tail",16.56422,0.0413072817955112,0.220851571826502,-0.969010493580117,"male","Dendroica_nigrescens","tail",3.26596619241689,0.532882597659434,-0.600517860856298,0.802860862226881,311.584944940922,0,"b"
"Dendroica_nigrescens_b.Male.throat",3.44581,0.00859304239401496,0.158081705150977,2.67118680790202,"male","Dendroica_nigrescens","throat",0.783645575950582,-0.0770677730205227,-0.193401364505408,0.20819108874036,248.273400973417,0,"b"
"Dendroica_nigrescens_b.Male.wing_cov",11.95358,0.0298094264339152,0.356106691623772,0.094848647093715,"male","Dendroica_nigrescens","cov",2.42437435922782,0.449063501513219,-0.288860063510921,0.533945844335216,327.248852642063,0,"b"
"Dendroica_nigrescens_c.Male.back",35.0275,0.0873503740648379,0.127933820700269,1.33624108947843,"male","Dendroica_nigrescens","back",7.75483237980322,1.20918712991094,-1.06355975599021,1.6103704138192,318.666243258589,0,"c"
"Dendroica_nigrescens_c.Male.belly",136.50476,0.340410872817955,0.0875439759343292,1.38323648919678,"male","Dendroica_nigrescens","belly",31.3468703786359,3.79532081932518,-3.00925056083595,4.84355747973477,321.589650878278,0,"c"
"Dendroica_nigrescens_c.Male.crown",2.71506,0.00677072319201995,0.273100616016427,2.10466186993401,"male","Dendroica_nigrescens","crown",0.647142147888074,-0.0250671288833104,-0.0723111626586559,0.0765327720359003,250.880797698888,0,"c"
